"File","Class","Title","Canonical","CanonicalTagCount","Missing","DuplicateCanonical","RelativeCanonical","NonHttps","Host","WrongHost","ExpectedPath","CanonicalPath","SelfPathMatch"
"shops/seoul/gangdong-gu/명일동/프리미엄테라피/index.html","업체상세","프리미엄테라피 | 강동구 명일동 이용 안내","","0","True","False","False","False","","False","/shops/seoul/gangdong-gu/명일동/프리미엄테라피/","","False"
"shops/seoul/gangdong-gu/명일동/마인드좋은테라피/index.html","업체상세","마인드좋은테라피 | 강동구 명일동 이용 안내","","0","True","False","False","False","","False","/shops/seoul/gangdong-gu/명일동/마인드좋은테라피/","","False"
"shops/seoul/gangdong-gu/상일동/한국미인테라피/index.html","업체상세","한국미인테라피 | 강동구 상일동 이용 안내","","0","True","False","False","False","","False","/shops/seoul/gangdong-gu/상일동/한국미인테라피/","","False"
"shops/seoul/gangdong-gu/상일동/너무이쁜테라피/index.html","업체상세","너무이쁜테라피 | 강동구 상일동 이용 안내","","0","True","False","False","False","","False","/shops/seoul/gangdong-gu/상일동/너무이쁜테라피/","","False"
"shops/seoul/gangdong-gu/상일동/love테라피/index.html","업체상세","love테라피 | 강동구 상일동 이용 안내","","0","True","False","False","False","","False","/shops/seoul/gangdong-gu/상일동/love테라피/","","False"
"shops/seoul/gangdong-gu/상일동/프리미엄테라피/index.html","업체상세","프리미엄테라피 | 강동구 상일동 이용 안내","","0","True","False","False","False","","False","/shops/seoul/gangdong-gu/상일동/프리미엄테라피/","","False"
"shops/seoul/gangdong-gu/상일동/마인드좋은테라피/index.html","업체상세","마인드좋은테라피 | 강동구 상일동 이용 안내","","0","True","False","False","False","","False","/shops/seoul/gangdong-gu/상일동/마인드좋은테라피/","","False"
"shops/seoul/gangdong-gu/성내동/한국미인테라피/index.html","업체상세","한국미인테라피 | 강동구 성내동 이용 안내","","0","True","False","False","False","","False","/shops/seoul/gangdong-gu/성내동/한국미인테라피/","","False"
"shops/seoul/gangdong-gu/성내동/너무이쁜테라피/index.html","업체상세","너무이쁜테라피 | 강동구 성내동 이용 안내","","0","True","False","False","False","","False","/shops/seoul/gangdong-gu/성내동/너무이쁜테라피/","","False"
"shops/seoul/gangdong-gu/성내동/love테라피/index.html","업체상세","love테라피 | 강동구 성내동 이용 안내","","0","True","False","False","False","","False","/shops/seoul/gangdong-gu/성내동/love테라피/","","False"
