"업체명","적용지역","광역지역","상위지역","하위지역","대표역","대표역주소","역노선","위치표시","주소표시","역선정방식","역거리km","계산상가까운역","계산거리km"
"","대구","대구","중구","동인동","","","","","","","","",""
"","대구","대구","중구","삼덕동","","","","","","","","",""
"","대구","대구","중구","성내동","","","","","","","","",""
"","대전","대전","대덕구","대화동","","","","","","","","",""
"","대전","대전","대덕구","덕암동","","","","","","","","",""
"","대전","대전","대덕구","목상동","","","","","","","","",""
"","대전","대전","대덕구","법동","","","","","","","","",""
"","대전","대전","대덕구","비래동","","","","","","","","",""
"","대전","대전","대덕구","석봉동","","","","","","","","",""
"","대전","대전","대덕구","송촌동","","","","","","","","",""
"","대전","대전","대덕구","신탄진동","","","","","","","","",""
"","대전","대전","대덕구","오정동","","","","","","","","",""
"","대전","대전","대덕구","중리동","","","","","","","","",""
"","대전","대전","대덕구","회덕동","","","","","","","","",""
"","대전","대전","동구","가양동","","","","","","","","",""
"","대전","대전","동구","대동","","","","","","","","",""
"","대전","대전","동구","대청동","","","","","","","","",""
"","대전","대전","동구","산내동","","","","","","","","",""
"","대전","대전","동구","삼성동","","","","","","","","",""
"","대전","대전","동구","성남동","","","","","","","","",""
"","대전","대전","동구","신인동","","","","","","","","",""
"","대전","대전","동구","용운동","","","","","","","","",""
"","대전","대전","동구","용전동","","","","","","","","",""
"","대전","대전","동구","자양동","","","","","","","","",""
"","대전","대전","동구","중앙동","","","","","","","","",""
"","대전","대전","동구","판암동","","","","","","","","",""
"","대전","대전","동구","홍도동","","","","","","","","",""
"","대전","대전","동구","효동","","","","","","","","",""
"","대전","대전","서구","가수원동","","","","","","","","",""
"","대전","대전","서구","가장동","","","","","","","","",""
"","대전","대전","서구","갈마동","","","","","","","","",""
"","대전","대전","서구","관저동","","","","","","","","",""
"","대전","대전","서구","괴정동","","","","","","","","",""
"","대전","대전","서구","기성동","","","","","","","","",""
"","대전","대전","서구","내동","","","","","","","","",""
"","대전","대전","서구","도마동","","","","","","","","",""
"","대전","대전","서구","도안동","","","","","","","","",""
"","대전","대전","서구","둔산동","","","","","","","","",""
"","대전","대전","서구","만년동","","","","","","","","",""
"","대전","대전","서구","변동","","","","","","","","",""
"","대전","대전","서구","복수동","","","","","","","","",""
"","대전","대전","서구","용문동","","","","","","","","",""
"","대전","대전","서구","월평동","","","","","","","","",""
"","대전","대전","서구","정림동","","","","","","","","",""
"","대전","대전","서구","탄방동","","","","","","","","",""
"","대전","대전","유성구","관평동","","","","","","","","",""
"","대전","대전","유성구","구즉동","","","","","","","","",""
"","대전","대전","유성구","노은동","","","","","","","","",""
"","대전","대전","유성구","상대동","","","","","","","","",""
"","대전","대전","유성구","신성동","","","","","","","","",""
"","대전","대전","유성구","온천동","","","","","","","","",""
"","대전","대전","유성구","원신흥동","","","","","","","","",""
"","대전","대전","유성구","전민동","","","","","","","","",""
"","대전","대전","유성구","진잠동","","","","","","","","",""
"","대전","대전","유성구","학하동","","","","","","","","",""
"","대전","대전","중구","대사동","","","","","","","","",""
"","대전","대전","중구","대흥동","","","","","","","","",""
"","대전","대전","중구","목동","","","","","","","","",""
"","대전","대전","중구","문창동","","","","","","","","",""
"","대전","대전","중구","문화동","","","","","","","","",""
"","대전","대전","중구","부사동","","","","","","","","",""
"","대전","대전","중구","산성동","","","","","","","","",""
"","대전","대전","중구","석교동","","","","","","","","",""
"","대전","대전","중구","오류동","","","","","","","","",""
"","대전","대전","중구","용두동","","","","","","","","",""
"","대전","대전","중구","유천동","","","","","","","","",""
"","대전","대전","중구","은행선화동","","","","","","","","",""
"","대전","대전","중구","중촌동","","","","","","","","",""
"","대전","대전","중구","태평동","","","","","","","","",""
"","서울","서울","강남구","개포동","개포동역","서울시 강남구 개포동 지하 420(개포동)","분당선","개포동역 인근","서울시 강남구 개포동 지하 420(개포동)","좌표최단거리","0.00","개포동역","0.00"
"","서울","서울","강남구","논현동","학동역","서울특별시 강남구 학동로 지하180(논현동)","7호선","학동역 인근","서울특별시 강남구 학동로 지하180(논현동)","좌표최단거리","0.29","학동역","0.29"
"","서울","서울","강남구","대치동","학여울역","서울특별시 강남구 남부순환로 지하3104(대치동)","3호선","학여울역 인근","서울특별시 강남구 남부순환로 지하3104(대치동)","좌표최단거리","0.51","학여울역","0.51"
"","서울","서울","강남구","도곡동","매봉역","서울특별시 강남구 남부순환로 지하2744(도곡동)","3호선","매봉역 인근","서울특별시 강남구 남부순환로 지하2744(도곡동)","좌표최단거리","0.28","매봉역","0.28"
"","서울","서울","강남구","삼성동","삼성중앙역","서울특별시 강남구 봉은사로 501","수도권  도시철도 9호선","삼성중앙역 인근","서울특별시 강남구 봉은사로 501","좌표최단거리","0.29","삼성중앙역","0.29"
"","서울","서울","강남구","세곡동","수서역","서울특별시 강남구 광평로 지하270(수서동)","3호선","수서역 인근","서울특별시 강남구 광평로 지하270(수서동)","좌표최단거리","1.85","수서역","1.85"
"","서울","서울","강남구","수서동","수서역","서울시 강남구 광평로 지하 270(수서동)","분당선","수서역 인근","서울시 강남구 광평로 지하 270(수서동)","좌표최단거리","0.43","수서역","0.43"
"","서울","서울","강남구","신사동","압구정역","서울특별시 강남구 압구정로 지하172(신사동)","3호선","압구정역 인근","서울특별시 강남구 압구정로 지하172(신사동)","좌표최단거리","0.43","압구정역","0.43"
"","서울","서울","강남구","압구정동","압구정역","서울특별시 강남구 압구정로 지하172(신사동)","3호선","압구정역 인근","서울특별시 강남구 압구정로 지하172(신사동)","좌표최단거리","0.50","압구정역","0.50"
"","서울","서울","강남구","역삼동","역삼역","서울특별시 강남구 테헤란로 지하156(역삼동)","2호선","역삼역 인근","서울특별시 강남구 테헤란로 지하156(역삼동)","좌표최단거리","0.21","역삼역","0.21"
"","서울","서울","강남구","일원동","일원역","서울특별시 강남구 일원로 지하121(일원동)","3호선","일원역 인근","서울특별시 강남구 일원로 지하121(일원동)","좌표최단거리","0.48","일원역","0.48"
"","서울","서울","강남구","일원본동","일원역","서울특별시 강남구 일원로 지하121(일원동)","3호선","일원역 인근","서울특별시 강남구 일원로 지하121(일원동)","좌표최단거리","0.22","일원역","0.22"
"","서울","서울","강남구","청담동","청담역","서울특별시 강남구 학동로 지하508(청담동)","7호선","청담역 인근","서울특별시 강남구 학동로 지하508(청담동)","좌표최단거리","0.74","청담역","0.74"
"","서울","서울","강동구","강일동","강일역","서울특별시 강동구 고덕로 지하456(강일동)","5호선","강일역 인근","서울특별시 강동구 고덕로 지하456(강일동)","좌표최단거리","1.16","강일역","1.16"
"","서울","서울","강동구","고덕동","고덕역","서울특별시 강동구 고덕로 지하253(고덕동)","5호선","고덕역 인근","서울특별시 강동구 고덕로 지하253(고덕동)","좌표최단거리","1.18","고덕역","1.18"
"","서울","서울","강동구","길동","길동역","서울특별시 강동구 양재대로 지하1480(길동)","5호선","길동역 인근","서울특별시 강동구 양재대로 지하1480(길동)","좌표최단거리","0.04","길동역","0.04"
"","서울","서울","강동구","둔촌동","둔촌동역","서울특별시 강동구 양재대로 지하1369(둔촌동)","5호선","둔촌동역 인근","서울특별시 강동구 양재대로 지하1369(둔촌동)","좌표최단거리","0.00","둔촌동역","0.00"
"","서울","서울","강동구","명일동","명일역","서울특별시 강동구 양재대로 지하1632(명일동)","5호선","명일역 인근","서울특별시 강동구 양재대로 지하1632(명일동)","좌표최단거리","0.74","명일역","0.74"
"","서울","서울","강동구","상일동","상일동역","서울특별시 강동구 고덕로 지하359(상일동)","5호선","상일동역 인근","서울특별시 강동구 고덕로 지하359(상일동)","좌표최단거리","0.04","상일동역","0.04"
"","서울","서울","강동구","성내동","둔촌동역","서울특별시 강동구 양재대로 지하1369(둔촌동)","5호선","둔촌동역 인근","서울특별시 강동구 양재대로 지하1369(둔촌동)","좌표최단거리","0.70","둔촌동역","0.70"
"","서울","서울","강동구","암사동","암사역사공원역","서울시 강동구 아리수로 27번길 2","8호선","암사역사공원역 인근","서울시 강동구 아리수로 27번길 2","좌표최단거리","0.60","암사역사공원역","0.60"
"","서울","서울","강동구","천호동","천호역","서울특별시 강동구 천호대로 지하997(천호동)","5호선","천호역 인근","서울특별시 강동구 천호대로 지하997(천호동)","좌표최단거리","0.59","천호역","0.59"
"","서울","서울","강북구","미아동","삼양사거리역","서울특별시 강북구 삼양로 197","우이신설선","삼양사거리역 인근","서울특별시 강북구 삼양로 197","좌표최단거리","0.08","삼양사거리역","0.08"
"","서울","서울","강북구","번동","미아역","서울특별시 강북구 도봉로 지하198(미아동)","4호선","미아역 인근","서울특별시 강북구 도봉로 지하198(미아동)","좌표최단거리","1.04","미아역","1.04"
"","서울","서울","강북구","삼각산동","솔샘역","서울특별시 강북구 솔샘로 지하 189","우이신설선","솔샘역 인근","서울특별시 강북구 솔샘로 지하 189","좌표최단거리","0.56","솔샘역","0.56"
"","서울","서울","강북구","삼양동","솔샘역","서울특별시 강북구 솔샘로 지하 189","우이신설선","솔샘역 인근","서울특별시 강북구 솔샘로 지하 189","좌표최단거리","0.46","솔샘역","0.46"
"","서울","서울","강북구","송중동","미아사거리역","서울특별시 강북구 도봉로 지하50(미아동)","4호선","미아사거리역 인근","서울특별시 강북구 도봉로 지하50(미아동)","좌표최단거리","0.58","미아사거리역","0.58"
"","서울","서울","강북구","송천동","삼양사거리역","서울특별시 강북구 삼양로 197","우이신설선","삼양사거리역 인근","서울특별시 강북구 삼양로 197","좌표최단거리","0.54","삼양사거리역","0.54"
"","서울","서울","강북구","수유동","화계역","서울특별시 강북구 삼양로 341","우이신설선","화계역 인근","서울특별시 강북구 삼양로 341","좌표최단거리","1.18","화계역","1.18"
"","서울","서울","강북구","우이동","솔밭공원역","서울특별시 강북구 삼양로 595","우이신설선","솔밭공원역 인근","서울특별시 강북구 삼양로 595","좌표최단거리","0.41","솔밭공원역","0.41"
"","서울","서울","강북구","인수동","가오리역","서울특별시 강북구 삼양로 426","우이신설선","가오리역 인근","서울특별시 강북구 삼양로 426","좌표최단거리","1.46","가오리역","1.46"
"","서울","서울","강서구","가양동","양천향교역","서울특별시 강서구 양천로 지하341","서울 도시철도 9호선","양천향교역 인근","서울특별시 강서구 양천로 지하341","좌표최단거리","0.75","양천향교역","0.75"
"","서울","서울","강서구","공항동","김포공항역","서울특별시 강서구 하늘길 지하77(방화동)","5호선","김포공항역 인근","서울특별시 강서구 하늘길 지하77(방화동)","좌표최단거리","0.99","김포공항역","0.99"
"","서울","서울","강서구","등촌동","등촌역","서울특별시 강서구 공항대로 지하529","서울 도시철도 9호선","등촌역 인근","서울특별시 강서구 공항대로 지하529","좌표최단거리","0.30","등촌역","0.30"
"","서울","서울","강서구","발산동","발산역","서울특별시 강서구 공항대로 지하267(마곡동)","5호선","발산역 인근","서울특별시 강서구 공항대로 지하267(마곡동)","동일이름지역검증","","",""
"","서울","서울","강서구","방화동","방화역","서울특별시 강서구 금낭화로 지하132(방화동)","5호선","방화역 인근","서울특별시 강서구 금낭화로 지하132(방화동)","좌표최단거리","0.16","방화역","0.16"
"","서울","서울","강서구","염창동","등촌역","서울특별시 강서구 공항대로 지하529","서울 도시철도 9호선","등촌역 인근","서울특별시 강서구 공항대로 지하529","좌표최단거리","0.83","등촌역","0.83"
"","서울","서울","강서구","우장산동","우장산역","서울특별시 강서구 강서로 지하262(화곡동)","5호선","우장산역 인근","서울특별시 강서구 강서로 지하262(화곡동)","좌표최단거리","0.46","우장산역","0.46"
"","서울","서울","강서구","화곡동","화곡역","서울특별시 강서구 화곡로 지하168(화곡동)","5호선","화곡역 인근","서울특별시 강서구 화곡로 지하168(화곡동)","좌표최단거리","0.34","화곡역","0.34"
"","서울","서울","강서구","화곡본동","화곡역","서울특별시 강서구 화곡로 지하168(화곡동)","5호선","화곡역 인근","서울특별시 강서구 화곡로 지하168(화곡동)","좌표최단거리","0.76","화곡역","0.76"
"","서울","서울","관악구","낙성대동","낙성대역","서울특별시 관악구 남부순환로 지하1928(봉천동)","2호선","낙성대역 인근","서울특별시 관악구 남부순환로 지하1928(봉천동)","좌표최단거리","1.07","낙성대역","1.07"
"","서울","서울","관악구","난곡동","서울대벤처타운역","서울특별시 관악구 신림로 144 (신림동)","수도권 경량도시철도 신림선","서울대벤처타운역 인근","서울특별시 관악구 신림로 144 (신림동)","좌표최단거리","1.22","서울대벤처타운역","1.22"
"","서울","서울","관악구","난향동","서울대벤처타운역","서울특별시 관악구 신림로 144 (신림동)","수도권 경량도시철도 신림선","서울대벤처타운역 인근","서울특별시 관악구 신림로 144 (신림동)","좌표최단거리","1.77","서울대벤처타운역","1.77"
"","서울","서울","관악구","남현동","남태령역","서울특별시 서초구 과천대로 지하816(방배동)","4호선","남태령역 인근","서울특별시 서초구 과천대로 지하816(방배동)","좌표최단거리","0.89","남태령역","0.89"
"","서울","서울","관악구","대학동","관악산역","서울특별시 관악구 신림로 23 (신림동)","수도권 경량도시철도 신림선","관악산역 인근","서울특별시 관악구 신림로 23 (신림동)","좌표최단거리","1.89","관악산역","1.89"
"","서울","서울","관악구","미성동","신대방역","서울특별시 동작구 대림로 2(신대방동)","2호선","신대방역 인근","서울특별시 동작구 대림로 2(신대방동)","좌표최단거리","1.49","신대방역","1.49"
"","서울","서울","관악구","보라매동","당곡역","서울특별시 관악구 보라매로 6 (봉천동)","수도권 경량도시철도 신림선","당곡역 인근","서울특별시 관악구 보라매로 6 (봉천동)","좌표최단거리","0.39","당곡역","0.39"
"","서울","서울","관악구","삼성동","서울대벤처타운역","서울특별시 관악구 신림로 144 (신림동)","수도권 경량도시철도 신림선","서울대벤처타운역 인근","서울특별시 관악구 신림로 144 (신림동)","좌표최단거리","1.06","서울대벤처타운역","1.06"
"","서울","서울","관악구","서림동","관악산역","서울특별시 관악구 신림로 23 (신림동)","수도권 경량도시철도 신림선","관악산역 인근","서울특별시 관악구 신림로 23 (신림동)","좌표최단거리","0.56","관악산역","0.56"
"","서울","서울","관악구","서원동","서원역","서울특별시 관악구 신림로 258 (신림동)","수도권 경량도시철도 신림선","서원역 인근","서울특별시 관악구 신림로 258 (신림동)","좌표최단거리","0.18","서원역","0.18"
"","서울","서울","관악구","성현동","숭실대입구역","서울특별시 동작구 상도로 지하378(상도동)","7호선","숭실대입구역 인근","서울특별시 동작구 상도로 지하378(상도동)","좌표최단거리","0.74","숭실대입구역","0.74"
"","서울","서울","관악구","신림동","신림역","서울특별시 관악구 남부순환로 지하1614 (신림동)","수도권 경량도시철도 신림선","신림역 인근","서울특별시 관악구 남부순환로 지하1614 (신림동)","좌표최단거리","0.26","신림역","0.26"
"","서울","서울","관악구","신사동","신대방역","서울특별시 동작구 대림로 2(신대방동)","2호선","신대방역 인근","서울특별시 동작구 대림로 2(신대방동)","좌표최단거리","0.50","신대방역","0.50"
"","서울","서울","관악구","신원동","서원역","서울특별시 관악구 신림로 258 (신림동)","수도권 경량도시철도 신림선","서원역 인근","서울특별시 관악구 신림로 258 (신림동)","좌표최단거리","0.57","서원역","0.57"
"","서울","서울","관악구","은천동","봉천역","서울특별시 관악구 남부순환로 지하1721(봉천동)","2호선","봉천역 인근","서울특별시 관악구 남부순환로 지하1721(봉천동)","좌표최단거리","0.56","봉천역","0.56"
"","서울","서울","관악구","인헌동","낙성대역","서울특별시 관악구 남부순환로 지하1928(봉천동)","2호선","낙성대역 인근","서울특별시 관악구 남부순환로 지하1928(봉천동)","좌표최단거리","0.90","낙성대역","0.90"
"","서울","서울","관악구","조원동","구로디지털단지역","서울특별시 구로구 도림천로 477(구로동)","2호선","구로디지털단지역 인근","서울특별시 구로구 도림천로 477(구로동)","좌표최단거리","0.62","구로디지털단지역","0.62"
"","서울","서울","관악구","중앙동","서울대입구역","서울특별시 관악구 남부순환로 지하1822(봉천동)","2호선","서울대입구역 인근","서울특별시 관악구 남부순환로 지하1822(봉천동)","좌표최단거리","0.36","서울대입구역","0.36"
"","서울","서울","관악구","청룡동","봉천역","서울특별시 관악구 남부순환로 지하1721(봉천동)","2호선","봉천역 인근","서울특별시 관악구 남부순환로 지하1721(봉천동)","좌표최단거리","0.67","봉천역","0.67"
"","서울","서울","관악구","청림동","숭실대입구역","서울특별시 동작구 상도로 지하378(상도동)","7호선","숭실대입구역 인근","서울특별시 동작구 상도로 지하378(상도동)","좌표최단거리","0.90","숭실대입구역","0.90"
"","서울","서울","관악구","행운동","서울대입구역","서울특별시 관악구 남부순환로 지하1822(봉천동)","2호선","서울대입구역 인근","서울특별시 관악구 남부순환로 지하1822(봉천동)","좌표최단거리","0.56","서울대입구역","0.56"
"","서울","서울","광진구","광장동","광나루역","서울특별시 광진구 아차산로 지하571(광장동)","5호선","광나루역 인근","서울특별시 광진구 아차산로 지하571(광장동)","좌표최단거리","0.29","광나루역","0.29"
"","서울","서울","광진구","구의동","구의역","서울특별시 광진구 아차산로 384-1(구의동)","2호선","구의역 인근","서울특별시 광진구 아차산로 384-1(구의동)","좌표최단거리","0.82","구의역","0.82"
"","서울","서울","광진구","군자동","어린이대공원역","서울특별시 광진구 능동로 지하210(화양동)","7호선","어린이대공원역 인근","서울특별시 광진구 능동로 지하210(화양동)","좌표최단거리","0.58","어린이대공원역","0.58"
"","서울","서울","광진구","능동","군자역","서울특별시 광진구 천호대로 지하550(능동)","5호선","군자역 인근","서울특별시 광진구 천호대로 지하550(능동)","좌표최단거리","0.34","군자역","0.34"
"","서울","서울","광진구","자양동","자양역","서울특별시 광진구 능동로 10(자양동)","7호선","자양역 인근","서울특별시 광진구 능동로 10(자양동)","좌표최단거리","0.73","자양역","0.73"
"","서울","서울","광진구","중곡동","중곡역","서울특별시 광진구 능동로 지하417(중곡동)","7호선","중곡역 인근","서울특별시 광진구 능동로 지하417(중곡동)","좌표최단거리","0.43","중곡역","0.43"
"","서울","서울","광진구","화양동","건대입구역","서울특별시 광진구 능동로 지하110(화양동)","7호선","건대입구역 인근","서울특별시 광진구 능동로 지하110(화양동)","좌표최단거리","0.31","건대입구역","0.31"
"","서울","서울","구로구","가리봉동","남구로역","서울특별시 구로구 도림로 지하7(구로동) ","7호선","남구로역 인근","서울특별시 구로구 도림로 지하7(구로동) ","좌표최단거리","0.29","남구로역","0.29"
"","서울","서울","구로구","개봉동","개봉역","서울시 구로구 경인로 40길 47","경인선","개봉역 인근","서울시 구로구 경인로 40길 47","좌표최단거리","0.20","개봉역","0.20"
"","서울","서울","구로구","고척동","구일역","서울시 구로구 구일로 133","경인선","구일역 인근","서울시 구로구 구일로 133","좌표최단거리","0.91","구일역","0.91"
"","서울","서울","구로구","구로동","대림역","서울특별시 구로구 도림천로 351(구로동)","2호선","대림역 인근","서울특별시 구로구 도림천로 351(구로동)","좌표최단거리","0.93","대림역","0.93"
"","서울","서울","구로구","수궁동","온수역","서울시 구로구 부일로 872","경인선","온수역 인근","서울시 구로구 부일로 872","좌표최단거리","0.88","온수역","0.88"
"","서울","서울","구로구","신도림동","도림천역","서울특별시 구로구 경인로67길 160(신도림동)","2호선","도림천역 인근","서울특별시 구로구 경인로67길 160(신도림동)","좌표최단거리","0.45","도림천역","0.45"
"","서울","서울","구로구","오류동","오류동역","서울시 구로구 경인로 20길 13","경인선","오류동역 인근","서울시 구로구 경인로 20길 13","좌표최단거리","0.01","오류동역","0.01"
"","서울","서울","구로구","항동","온수역","서울특별시 구로구 경인로3길 지하64(온수동)","7호선","온수역 인근","서울특별시 구로구 경인로3길 지하64(온수동)","좌표최단거리","1.20","온수역","1.20"
"","서울","서울","금천구","가산동","가산디지털단지역","서울특별시 금천구 벚꽃로 309(가산동)","7호선","가산디지털단지역 인근","서울특별시 금천구 벚꽃로 309(가산동)","좌표최단거리","0.65","가산디지털단지역","0.65"
"","서울","서울","금천구","독산동","독산역","서울시 금천구 벚꽃로 115","경부선","독산역 인근","서울시 금천구 벚꽃로 115","좌표최단거리","0.79","독산역","0.79"
"","서울","서울","금천구","시흥동","금천구청역","서울시 금천구 시흥대로 63길 91","경부선","금천구청역 인근","서울시 금천구 시흥대로 63길 91","좌표최단거리","1.37","금천구청역","1.37"
"","서울","서울","노원구","3동","중계역","서울특별시 노원구 동일로 지하1308-1(중계동)","7호선","중계역 인근","서울특별시 노원구 동일로 지하1308-1(중계동)","좌표최단거리","0.21","중계역","0.21"
"","서울","서울","노원구","4동","불암산역","서울특별시 노원구 상계로 305(상계동)","4호선","불암산역 인근","서울특별시 노원구 상계로 305(상계동)","좌표최단거리","0.77","불암산역","0.77"
"","서울","서울","노원구","7동","중계역","서울특별시 노원구 동일로 지하1308-1(중계동)","7호선","중계역 인근","서울특별시 노원구 동일로 지하1308-1(중계동)","좌표최단거리","0.44","중계역","0.44"
"","서울","서울","노원구","공릉동","화랑대역","서울특별시 노원구 화랑로 지하510(공릉동)","6호선","화랑대역 인근","서울특별시 노원구 화랑로 지하510(공릉동)","좌표최단거리","1.18","화랑대역","1.18"
"","서울","서울","노원구","상계동","불암산역","서울특별시 노원구 상계로 305(상계동)","4호선","불암산역 인근","서울특별시 노원구 상계로 305(상계동)","좌표최단거리","0.66","불암산역","0.66"
"","서울","서울","노원구","월계동","월계역","서울시 노원구 월계로 53길 40(월계2동 261)","경원선","월계역 인근","서울시 노원구 월계로 53길 40(월계2동 261)","좌표최단거리","0.55","월계역","0.55"
"","서울","서울","노원구","중계동","상계역","서울특별시 노원구 상계로 182(상계동)","4호선","상계역 인근","서울특별시 노원구 상계로 182(상계동)","좌표최단거리","1.27","상계역","1.27"
"","서울","서울","노원구","중계본동","상계역","서울특별시 노원구 상계로 182(상계동)","4호선","상계역 인근","서울특별시 노원구 상계로 182(상계동)","좌표최단거리","1.70","상계역","1.70"
"","서울","서울","노원구","하계동","하계역","서울특별시 노원구 동일로 지하1196(하계동)","7호선","하계역 인근","서울특별시 노원구 동일로 지하1196(하계동)","좌표최단거리","0.55","하계역","0.55"
"","서울","서울","도봉구","도봉동","도봉산역","서울시 도봉구 도봉로 964-33","경원선","도봉산역 인근","서울시 도봉구 도봉로 964-33","좌표최단거리","1.46","도봉산역","1.46"
"","서울","서울","도봉구","방학동","방학역","서울시 도봉구 도봉로 150다길 3","경원선","방학역 인근","서울시 도봉구 도봉로 150다길 3","좌표최단거리","1.02","방학역","1.02"
"","서울","서울","도봉구","쌍문동","쌍문역","서울특별시 도봉구 도봉로 지하 486-1(창동)","4호선","쌍문역 인근","서울특별시 도봉구 도봉로 지하 486-1(창동)","좌표최단거리","0.98","쌍문역","0.98"
"","서울","서울","도봉구","창동","창동역","서울시 도봉구 마들로 11길 77(창1동 135-86)","경원선","창동역 인근","서울시 도봉구 마들로 11길 77(창1동 135-86)","좌표최단거리","0.00","창동역","0.00"
"","서울","서울","동대문구","답십리동","답십리역","서울특별시 성동구 천호대로 지하300(용답동)","5호선","답십리역 인근","서울특별시 성동구 천호대로 지하300(용답동)","좌표최단거리","0.40","답십리역","0.40"
"","서울","서울","동대문구","신설동","신설동역","서울특별시 동대문구 왕산로 지하1(신설동)","1호선","신설동역 인근","서울특별시 동대문구 왕산로 지하1(신설동)","좌표최단거리","0.01","신설동역","0.01"
"","서울","서울","동대문구","용두동","제기동역","서울특별시 동대문구 왕산로 지하93(제기동)","1호선","제기동역 인근","서울특별시 동대문구 왕산로 지하93(제기동)","좌표최단거리","0.22","제기동역","0.22"
"","서울","서울","동대문구","이문동","외대앞역","서울시 동대문구 휘경로 27(이문동 360-5)","경원선","외대앞역 인근","서울시 동대문구 휘경로 27(이문동 360-5)","좌표최단거리","0.50","외대앞역","0.50"
"","서울","서울","동대문구","장안동","장한평역","서울특별시 동대문구 천호대로 지하405(장안동)","5호선","장한평역 인근","서울특별시 동대문구 천호대로 지하405(장안동)","좌표최단거리","1.11","장한평역","1.11"
"","서울","서울","동대문구","전농동","청량리역","서울시 동대문구 왕산로 214","경원선","청량리역 인근","서울시 동대문구 왕산로 214","좌표최단거리","0.65","청량리역","0.65"
"","서울","서울","동대문구","제기동","제기동역","서울특별시 동대문구 왕산로 지하93(제기동)","1호선","제기동역 인근","서울특별시 동대문구 왕산로 지하93(제기동)","좌표최단거리","0.05","제기동역","0.05"
"","서울","서울","동대문구","청량리동","청량리역","서울시 동대문구 왕산로 214","경원선","청량리역 인근","서울시 동대문구 왕산로 214","좌표최단거리","0.87","청량리역","0.87"
"","서울","서울","동대문구","회기동","회기역","서울시 동대문구 회기로196(휘경동 317-101)","경의중앙선","회기역 인근","서울시 동대문구 회기로196(휘경동 317-101)","좌표최단거리","0.74","회기역","0.74"
"","서울","서울","동대문구","휘경동","회기역","서울시 동대문구 회기로196(휘경동 317-101)","경원선","회기역 인근","서울시 동대문구 회기로196(휘경동 317-101)","좌표최단거리","0.68","회기역","0.68"
"","서울","서울","동작구","노량진동","노량진역","서울특별시 동작구 노량진로 지하130","서울 도시철도 9호선","노량진역 인근","서울특별시 동작구 노량진로 지하130","좌표최단거리","0.16","노량진역","0.16"
"","서울","서울","동작구","대방동","서울지방병무청역","서울특별시 동작구 여의대방로 지하218 (대방동)","수도권 경량도시철도 신림선","서울지방병무청역 인근","서울특별시 동작구 여의대방로 지하218 (대방동)","좌표최단거리","0.57","서울지방병무청역","0.57"
"","서울","서울","동작구","사당동","남성역","서울특별시 동작구 사당로 지하218(사당동)","7호선","남성역 인근","서울특별시 동작구 사당로 지하218(사당동)","좌표최단거리","0.07","남성역","0.07"
"","서울","서울","동작구","상도동","상도역","서울특별시 동작구 상도로 지하272(상도1동)","7호선","상도역 인근","서울특별시 동작구 상도로 지하272(상도1동)","좌표최단거리","0.56","상도역","0.56"
"","서울","서울","동작구","신대방동","보라매공원역","서울특별시 동작구 여의대방로20길 지하11 (신대방동)","수도권 경량도시철도 신림선","보라매공원역 인근","서울특별시 동작구 여의대방로20길 지하11 (신대방동)","좌표최단거리","0.44","보라매공원역","0.44"
"","서울","서울","동작구","흑석동","흑석역","서울특별시 동작구 현충로 지하90 (흑석동)","서울 도시철도 9호선","흑석역 인근","서울특별시 동작구 현충로 지하90 (흑석동)","좌표최단거리","0.34","흑석역","0.34"
"","서울","서울","마포구","공덕동","애오개역","서울특별시 마포구 마포대로 지하210(아현동)","5호선","애오개역 인근","서울특별시 마포구 마포대로 지하210(아현동)","좌표최단거리","0.47","애오개역","0.47"
"","서울","서울","마포구","대흥동","대흥역","서울특별시 마포구 대흥로 지하85(대흥동)","6호선","대흥역 인근","서울특별시 마포구 대흥로 지하85(대흥동)","좌표최단거리","0.36","대흥역","0.36"
"","서울","서울","마포구","도화동","마포역","서울특별시 마포구 마포대로 지하33(도화동)","5호선","마포역 인근","서울특별시 마포구 마포대로 지하33(도화동)","좌표최단거리","0.31","마포역","0.31"
"","서울","서울","마포구","망원동","망원역","서울특별시 마포구 월드컵로 지하77(망원동)","6호선","망원역 인근","서울특별시 마포구 월드컵로 지하77(망원동)","좌표최단거리","0.81","망원역","0.81"
"","서울","서울","마포구","상암동","증미역","서울특별시 강서구 양천로 지하560","서울 도시철도 9호선","증미역 인근","서울특별시 강서구 양천로 지하560","좌표최단거리","1.84","증미역","1.84"
"","서울","서울","마포구","서강동","상수역","서울특별시 마포구 독막로 지하85(상수동)","6호선","상수역 인근","서울특별시 마포구 독막로 지하85(상수동)","좌표최단거리","0.29","상수역","0.29"
"","서울","서울","마포구","서교동","홍대입구역","서울특별시 마포구 양화로 지하160(동교동)","2호선","홍대입구역 인근","서울특별시 마포구 양화로 지하160(동교동)","좌표최단거리","0.19","홍대입구역","0.19"
"","서울","서울","마포구","성산동","월드컵경기장역","서울특별시 마포구 월드컵로 지하240(성산동)","6호선","월드컵경기장역 인근","서울특별시 마포구 월드컵로 지하240(성산동)","좌표최단거리","0.37","월드컵경기장역","0.37"
"","서울","서울","마포구","신수동","광흥창역","서울특별시 마포구 독막로 지하165(창전동)","6호선","광흥창역 인근","서울특별시 마포구 독막로 지하165(창전동)","좌표최단거리","0.38","광흥창역","0.38"
