운영기관,노선,대표역,원본역사명,도로명주소,위도,경도,데이터기준일자
인천광역시 인천국제공항공사,자기부상철도,합동청사역,합동청사역,인천시 중구 공항로 271,37.440519,126.458654,2023-06-01
인천광역시 인천국제공항공사,자기부상철도,파라다이스시티역,파라다이스시티역,인천시 중구 공항로 271,37.437217,126.459858,2023-06-01
인천광역시 인천국제공항공사,자기부상철도,워터파크역,워터파크역,인천시 중구 공항로 271,37.429227,126.434183,2023-06-01
인천광역시 인천국제공항공사,자기부상철도,용유역,용유역,인천시 중구 용유로 44,37.424805,126.423637,2023-06-01
인천교통공사,인천지하철 1호선,검단호수공원역,검단호수공원,인천광역시 서구 불로동 608-16,37.6025,126.688056,2025-06-30
인천교통공사,인천지하철 1호선,신검단중앙역,신검단중앙,인천광역시 서구 원당로652,37.6026,126.698611,2025-06-30
인천교통공사,인천지하철 1호선,아라역,"아라(북부법원, 검찰청)",인천광역시 서구 당하동 1238,37.592222,126.713333,2025-06-30
인천교통공사,인천지하철 1호선,계양역,계양,인천광역시 계양구 다남로 24,37.571539,126.736319,2022-04-30
인천교통공사,인천지하철 1호선,귤현역,귤현,인천광역시 계양구 장제로 1136,37.566362,126.742498,2022-04-30
인천교통공사,인천지하철 1호선,박촌역,박촌,인천광역시 계양구 장제로 992,37.553525,126.744946,2022-04-30
인천교통공사,인천지하철 1호선,임학역,임학,인천광역시 계양구 장제로 875,37.545058,126.738642,2022-04-30
인천교통공사,인천지하철 1호선,계산역,계산,인천광역시 계양구 경명대로 1089,37.543243,126.728436,2022-04-30
인천교통공사,인천지하철 1호선,경인교대입구역,경인교대입구,인천광역시 계양구 계양대로 162,37.538272,126.722603,2022-04-30
인천교통공사,인천지하철 1호선,작전역,작전,인천광역시 계양구 게양대로 73,37.530271,126.722548,2022-04-30
인천교통공사,인천지하철 1호선,갈산역,갈산,인천광역시 부평구 부평대로 286,37.517124,126.721566,2022-04-30
인천교통공사,인천지하철 1호선,부평구청역,부평구청,인천광역시 부평구 부평대로 189,37.508768,126.720547,2022-04-30
인천교통공사,인천지하철 1호선,부평시장역,부평시장,인천광역시 부평구 부평대로 69,37.498495,126.722282,2022-04-30
인천교통공사,인천지하철 1호선,부평역,부평,인천광역시 부평구 광장로 15,37.490541,126.723437,2022-04-30
인천교통공사,인천지하철 1호선,동수역,동수,인천광역시 부평구 경인로 877,37.485409,126.718464,2022-04-30
인천교통공사,인천지하철 1호선,부평삼거리역,부평삼거리,인천광역시 부평구 경인로 765,37.478267,126.710494,2022-04-30
인천교통공사,인천지하철 1호선,간석오거리역,간석오거리,인천광역시 남동구 경인로 674,37.466921,126.707861,2022-04-30
인천교통공사,인천지하철 1호선,인천시청역,인천시청,인천광역시 남동구 예술로 264,37.457615,126.702216,2022-04-30
인천교통공사,인천지하철 1호선,예술회관역,예술회관,인천광역시 남동구 예술로 172,37.449334,126.700991,2022-04-30
인천교통공사,인천지하철 1호선,인천터미널역,인천터미널,인천광역시 미추홀구 예술로 85,37.441917,126.699727,2022-04-30
인천교통공사,인천지하철 1호선,문학경기장역,문학경기장,인천광역시 연수구 예술로 2,37.434964,126.698373,2022-04-30
인천교통공사,인천지하철 1호선,선학역,선학,인천광역시 연수구 경원대로 480,37.426985,126.698872,2022-04-30
인천교통공사,인천지하철 1호선,신연수역,신연수,인천광역시 연수구 경원대로 368,37.418032,126.693853,2022-04-30
인천교통공사,인천지하철 1호선,원인재역,원인재,인천광역시 연수구 경원대로 285,37.412364,126.687893,2022-04-30
인천교통공사,인천지하철 1호선,동춘역,동춘,인천광역시 연수구 경원대로 180,37.404676,126.680835,2022-04-30
인천교통공사,인천지하철 1호선,동막역,동막,인천광역시 연수구 경원대로 80,37.398173,126.673561,2022-04-30
인천교통공사,인천지하철 1호선,캠퍼스타운역,캠퍼스타운,인천광역시 연수구 송도국제대로 66,37.388209,126.661985,2022-04-30
인천교통공사,인천지하철 1호선,테크노파크역,테크노파크,인천광역시 연수구 송도국제대로 150,37.382311,126.656355,2022-04-30
인천교통공사,인천지하철 1호선,지식정보단지역,지식정보단지,인천광역시 연수구 인천타워대로 57,37.378021,126.645412,2022-04-30
인천교통공사,인천지하철 1호선,인천대입구역,인천대입구,인천광역시 연수구 인천타워대로 155,37.386239,126.639351,2022-04-30
인천교통공사,인천지하철 1호선,센트럴파크역,센트럴파크,인천광역시 연수구 인천타워대로 240,37.392833,126.635002,2022-04-30
인천교통공사,인천지하철 1호선,국제업무지구역,국제업무지구,인천광역시 연수구 인천타워대로 334,37.400421,126.630105,2022-04-30
인천교통공사,인천지하철 1호선,송도달빛축제공원역,송도달빛축제공원,인천광역시 연수구 송도동 340,37.40687495,126.6260537,2022-04-30
인천교통공사,인천지하철 2호선,검단오류역,검단오류,인천광역시 서구 검단로 187 (오류동),37.5950162,126.62801,2022-04-30
인천교통공사,인천지하철 2호선,왕길역,왕길,인천광역시 서구 검단로 323 (왕길동),37.5950191,126.642284,2022-04-30
인천교통공사,인천지하철 2호선,검단사거리역,검단사거리,인천광역시 서구 검단로 473 (왕길동),37.601693,126.656545,2022-04-30
인천교통공사,인천지하철 2호선,마전역,마전,인천광역시 서구 완정로 68 (마전동),37.597756,126.667195,2022-04-30
인천교통공사,인천지하철 2호선,완정역,완정,인천광역시 서구 원당대로 650 (당하동),37.592867,126.672961,2022-04-30
인천교통공사,인천지하철 2호선,독정역,독정,인천광역시 서구 서곶로 760 (백석동),37.584927,126.675981,2022-04-30
인천교통공사,인천지하철 2호선,검암역,검암,인천광역시 서구 검바위로 4 (검암동),37.568611,126.675682,2022-04-30
인천교통공사,인천지하철 2호선,검바위역,검바위,인천광역시 서구 서곶로 492 (검암동),37.561091,126.677529,2022-04-30
인천교통공사,인천지하철 2호선,아시아드경기장역,아시아드경기장,인천광역시 서구 서곶로 382 (연희동),37.551373,126.677075,2022-04-30
인천교통공사,인천지하철 2호선,서구청역,서구청,인천광역시 서구 서곶로 294 (심곡동),37.543839,126.676795,2022-04-30
인천교통공사,인천지하철 2호선,가정역,가정(루원시티),인천광역시 서구 봉오대로 234 (가정동),37.524805,126.675387,2022-04-30
인천교통공사,인천지하철 2호선,가정중앙시장역,가정중앙시장,인천광역시 서구 가남로 400 (가정동),37.517511,126.676784,2022-04-30
인천교통공사,인천지하철 2호선,석남역,석남(거북시장),인천광역시 서구 가석로 257 (석남동),37.507211,126.676304,2022-04-30
인천교통공사,인천지하철 2호선,서부여성회관역,서부여성회관,인천광역시 서구 가석로 169 (석남동),37.500298,126.675875,2022-04-30
인천교통공사,인천지하철 2호선,인천가좌역,인천가좌,인천광역시 서구 가석로 67 (가좌동),37.489962,126.675284,2022-04-30
인천교통공사,인천지하철 2호선,가재울역,가재울,인천광역시 서구 열우물로 252 (가좌동),37.484152,126.683883,2022-04-30
인천교통공사,인천지하철 2호선,주안국가산단역,주안국가산단,인천광역시 서구 방축로 343 (가좌동),37.473599,126.681102,2022-04-30
인천교통공사,인천지하철 2호선,주안역,주안,인천광역시 미추홀구 주안로 지하 91-1 (주안동),37.465234,126.679041,2022-04-30
인천교통공사,인천지하철 2호선,시민공원역,시민공원,인천광역시 미추홀구 경인로 371 (주안동),37.458339,126.6810091,2022-04-30
인천교통공사,인천지하철 2호선,석바위시장역,석바위시장,인천광역시 미추홀구 구월로 19 (주안동),37.457659,126.692387,2022-04-30
인천교통공사,인천지하철 2호선,인천시청역,인천시청,인천광역시 남동구 구월로 지하 99 (간석동),37.456904,126.701523,2022-04-30
인천교통공사,인천지하철 2호선,석천사거리역,석천사거리,인천광역시 남동구 구월로 지하 181 (구월동),37.4569323,126.710383,2022-04-30
인천교통공사,인천지하철 2호선,모래내시장역,모래내시장,인천광역시 남동구 구월로 지하 255 (구월동),37.455842,126.719578,2022-04-30
인천교통공사,인천지하철 2호선,만수역,만수,인천광역시 남동구 구월로 지하 367 (만수동),37.454962,126.731764,2022-04-30
인천교통공사,인천지하철 2호선,남동구청역,남동구청,인천광역시 남동구 인주대로 지하 889 (만수동),37.448179,126.736581,2022-04-30
인천교통공사,인천지하철 2호선,인천대공원역,인천대공원,인천광역시 남동구 수인로 3677 (장수동),37.448475,126.753051,2022-04-30
인천교통공사,인천지하철 2호선,운연역,운연,인천광역시 남동구 매소홀로 1229 (운연동),37.439533,126.759609,2022-04-30
인천교통공사,도시철도 7호선,까치울역,까치울,경기도 부천시 원미구 길주로 지하 626 (춘의동),37.506236,126.81095,2022-04-30
인천교통공사,도시철도 7호선,부천종합운동장역,부천종합운동장,경기도 부천시 원미구 길주로 지하 502 (춘의동),37.505381,126.79735,2022-04-30
인천교통공사,도시철도 7호선,춘의역,춘의,경기도 부천시 원미구 길주로 지하 406 (춘의동),37.50365,126.787069,2022-04-30
인천교통공사,도시철도 7호선,신중동역,신중동,경기도 부천시 원미구 길주로 지하 314 (중동),37.503081,126.776161,2022-04-30
인천교통공사,도시철도 7호선,부천시청역,부천시청,경기도 부천시 원미구 길주로 지하 202 (중동),37.504611,126.763561,2022-04-30
인천교통공사,도시철도 7호선,상동역,상동,경기도 부천시 원미구 길주로 지하 104 (상동),37.505769,126.753081,2022-04-30
인천교통공사,도시철도 7호선,삼산체육관역,삼산체육관,인천광역시 부평구 길주로 지하 713 (삼산동),37.506431,126.742081,2022-04-30
인천교통공사,도시철도 7호선,굴포천역,굴포천,인천광역시 부평구 길주로 지하 623 (삼산동),37.50695,126.731481,2022-04-30
인천교통공사,도시철도 7호선,부평구청역,부평구청,인천광역시 부평구 길주로 지하 527 (갈산동),37.507523,126.721356,2022-04-30
인천교통공사,도시철도 7호선,산곡역,산곡,인천광역시 부평구 길주로 지하 379 (산곡동),37.508547,126.70351,2022-04-30
인천교통공사,도시철도 7호선,석남역,석남(거북시장),인천광역시 서구 길주로 지하 120 (석남동),37.506208,126.676213,2022-04-30
한국철도공사,경부선,남영역,남영역,서울시 용산구 한강대로 77길 25(갈월동),37.540597,126.971171,2025-04-08
한국철도공사,경부선,용산역,용산역,서울시 용산구 한강대로 23길 55(한강로 3가 40-999),37.52989,126.964775,2025-04-08
한국철도공사,경원선,용산역,용산역,서울시 용산구 한강대로 23길 55(한강로 3가 40-999),37.52989,126.964775,2025-04-08
한국철도공사,경부선,노량진역,노량진역,서울시 동작구 노량진로 151,37.514072,126.941671,2025-04-08
한국철도공사,경부선,대방역,대방역,서울시 영등포구 여의대방로 300,37.513392,126.926407,2025-04-08
한국철도공사,경부선,영등포역,영등포역,서울시 영등포구 경인로 846(영등포동 1가 618-496),37.515756,126.907411,2025-04-08
한국철도공사,경부선,신도림역,신도림역,서울시 구로구 새말로 117-21,37.508983,126.891513,2025-04-08
한국철도공사,경원선,이촌역,이촌역,서울시 용산구 이촌로 71길 42,37.522476,126.973816,2025-04-08
한국철도공사,경원선,서빙고역,서빙고역,서울시 용산구 서빙고로 238(서빙고동 241-11),37.51961,126.988358,2025-04-08
한국철도공사,경원선,한남역,한남역,서울시 용산구 독서당로6길 12-13(한남동),37.529361,127.008984,2025-04-08
한국철도공사,경원선,옥수역,옥수역,서울시 성동구 동호로 지하21(옥수동),37.540514,127.018698,2025-04-08
한국철도공사,경원선,응봉역,응봉역,서울시 성동구 고산자로 123(응봉동),37.550433,127.034824,2025-04-08
한국철도공사,경원선,왕십리역,왕십리역,서울시 성동구 왕십리 광장로 17(행당동),37.561728,127.038405,2025-04-08
한국철도공사,분당선,왕십리역,왕십리역,서울시 성동구 왕십리 광장로 17(행당동),37.5610128,127.038705,2025-04-08
한국철도공사,경원선,청량리역,청량리역,서울시 동대문구 왕산로 214,37.580543,127.048077,2025-04-08
한국철도공사,경의중앙선,청량리역,청량리역,서울시 동대문구 왕산로 214,37.580043,127.047588,2025-04-08
한국철도공사,경원선,회기역,회기역,서울시 동대문구 회기로196(휘경동 317-101),37.589602,127.057936,2025-04-08
한국철도공사,경의중앙선,회기역,회기역,서울시 동대문구 회기로196(휘경동 317-101),37.589802,127.057936,2025-04-08
한국철도공사,경원선,외대앞역,외대앞역,서울시 동대문구 휘경로 27(이문동 360-5),37.596157,127.063572,2025-04-08
한국철도공사,경원선,신이문역,신이문역,서울시 동대문구 한천로 472(이문로 7),37.601829,127.067347,2025-04-08
한국철도공사,경원선,석계역,석계역,서울시 노원구 화랑로 341(월계동 36-4),37.615206,127.065594,2025-04-08
한국철도공사,경원선,광운대역,광운대역,서울시 노원구 석계로 98-2(광운대역),37.62357,127.06181,2025-04-08
한국철도공사,경의중앙선,광운대역,광운대역,서울시 노원구 석계로 98-2(광운대역),37.6239,127.062,2025-04-08
한국철도공사,경춘선,광운대역,광운대역,서울시 노원구 석계로 98-2(광운대역),37.623635,127.061975,2025-12-31
한국철도공사,경원선,월계역,월계역,서울시 노원구 월계로 53길 40(월계2동 261),37.633114,127.058835,2025-04-08
한국철도공사,경원선,녹천역,녹천역,서울시 도봉구 덕릉로 376(창동),37.644599,127.051406,2025-04-08
한국철도공사,경원선,창동역,창동역,서울시 도봉구 마들로 11길 77(창1동 135-86),37.653181,127.047663,2025-04-08
한국철도공사,분당선,선릉역,선릉역,서울시 강남구 테헤란로 지하 340,37.504479,127.048941,2025-04-08
한국철도공사,분당선,한티역,한티역,서울시 강남구 선릉로 지하 228,37.496208,127.052883,2025-04-08
한국철도공사,분당선,도곡역,도곡역,서울시 강남구 남부순환로 지하 2814,37.490914,127.055393,2025-04-08
한국철도공사,분당선,구룡역,구룡역,서울시 강남구 개포동 175-3,37.486985,127.059496,2025-04-08
한국철도공사,분당선,개포동역,개포동역,서울시 강남구 개포동 지하 420(개포동),37.489112,127.066027,2025-04-08
한국철도공사,분당선,대모산입구역,대모산입구역,서울특별시 강남구 개포로 522,37.491347,127.072702,2025-04-08
한국철도공사,분당선,수서역,수서역,서울시 강남구 광평로 지하 270(수서동),37.487633,127.101118,2025-04-08
한국철도공사,분당선,복정역,복정역,서울특별시 송파구 송파대로 6,37.469753,127.126627,2025-04-08
한국철도공사,경부선,신길역,신길역,서울시 영등포구 영등포로 327,37.517018,126.917743,2025-04-08
한국철도공사,경의중앙선,중랑역,중랑역,서울특별시 중랑구 중랑역로 9,37.594948,127.076152,2025-04-08
한국철도공사,경춘선,중랑역,중랑역,서울특별시 중랑구 중랑역로 9,37.594948,127.076152,2025-12-31
한국철도공사,경의중앙선,상봉역,상봉역,서울시 중랑구 망우로 297(상봉1동 100-9번지),37.596754,127.085553,2025-04-08
한국철도공사,경춘선,상봉역,상봉역,서울시 중랑구 망우로 297(상봉1동 100-9번지),37.595254,127.085853,2025-12-31
한국철도공사,경의중앙선,망우역,망우역,서울시 중랑구 망우로 55길 11-10,37.599288,127.092318,2025-04-08
한국철도공사,경춘선,망우역,망우역,서울시 중랑구 망우로 55길 11-10,37.599988,127.092031,2025-04-08
한국철도공사,경의중앙선,양원역,양원역,서울시 중랑구 송림길 147(망우동),36.963729,129.091321,2025-04-08
한국철도공사,경의중앙선,구리역,구리역,경기도 구리시 건원대로 34번길 32-29(인창동 244-2),37.60326,127.143373,2025-04-08
한국철도공사,경의중앙선,도농역,도농역,경기도 남양주시 경춘로 433(도농동 56-1),37.608756,127.161105,2025-04-08
한국철도공사,경의중앙선,양정역,양정역,경기도 남양주시 경강로 237(이패동 398-32),37.604269,127.194602,2025-04-08
한국철도공사,경의중앙선,덕소역,덕소역,경기도 남양주시 와부읍 덕서로 56(덕소리 590-17),37.586892,127.208835,2025-04-08
한국철도공사,경의중앙선,도심역,도심역,경기도 남양주시 와부읍 덕소로 237(도곡리 1024-2),37.579628,127.222798,2025-04-08
한국철도공사,경의중앙선,팔당역,팔당역,경기도 남양주시 와부읍 팔당로 107번길,37.547321,127.243896,2025-04-08
한국철도공사,경의중앙선,운길산역,운길산역,경기도 남양주시 조안면 운길산로 20,37.554659,127.310089,2025-04-08
한국철도공사,경의중앙선,양수역,양수역,경기도 양평군 양서면 목왕로 55-10,37.545998,127.328948,2025-04-08
한국철도공사,경의중앙선,신원역,신원역,경기도 양평군 양서면 신원역길 7  _x000D_,37.525921,127.372745,2025-04-08
한국철도공사,경의중앙선,국수역,국수역,경기도 양평군 양서면 국수역길 45,37.516171,127.399402,2025-04-08
한국철도공사,경의중앙선,아신역,아신역,경기도 양평군 옥천면 아신역길 1길 23-3,37.513954,127.443238,2025-04-08
한국철도공사,경의중앙선,오빈역,오빈역,경기도 양평군 양평읍 덕바위길 58,37.506061,127.474053,2025-04-08
한국철도공사,경의중앙선,양평역,양평역,경기도 양평군 양평읍 역전길 30,37.492674,127.491858,2025-04-08
한국철도공사,경의중앙선,원덕역,원덕역,경기도 양평군 양평읍 원덕흑천길 138,37.468585,127.547468,2025-04-08
한국철도공사,경의중앙선,용문역,용문역,경기도 양평군 용문면 다문리 748-2,37.482085,127.594251,2025-04-08
한국철도공사,경의중앙선,지평역,지평역,경기도 양평군 지평면 지평역길 32,37.476496,127.629681,2025-04-08
한국철도공사,경의중앙선,서울역,서울역(경의선),서울시 중구 한강대로 405,37.556713,126.97138700000001,2025-04-08
한국철도공사,경의중앙선,신촌역,신촌역,서울특별시 서대문구 신촌역로 30 신촌민자역사,37.559768,126.942308,2025-04-08
한국철도공사,경의중앙선,효창공원앞역,효창공원앞역,서울시 용산구 용문동 5-157,37.538789,126.962339,2025-04-08
한국철도공사,경의중앙선,공덕역,공덕역,서울시 마포구 공덕동 마포대로 92,37.542711,126.952134,2025-04-08
한국철도공사,경의중앙선,서강대역,서강대역,서울시 마포구 서강로 지하 118,37.552132,126.935389,2025-04-08
한국철도공사,경의중앙선,홍대입구역,홍대입구역,서울시 마포구 양화로 지하 188,37.55758,126.926833,2025-04-08
한국철도공사,경의중앙선,가좌역,가좌역,서울시 서대문구 수색로 27(남가좌동),37.568611,126.914841,2025-04-08
한국철도공사,경의중앙선,디지털미디어시티역,디지털미디어시티역,서울시 은평구 수색로 193(수색동 37-2),37.577964,126.900421,2025-04-08
한국철도공사,경의중앙선,수색역,수색역,서울시 은평구 수색로 261-1,37.580855,126.895681,2025-04-08
한국철도공사,경의중앙선,한국항공대역,한국항공대,경기도 고양시 덕양구 화랑로 53(화전동 183-10),37.603102,126.868291,2025-04-08
한국철도공사,경의중앙선,강매역,강매역,경기도 고양시 덕양구 소원로 202,37.612396,126.844537,2025-04-08
한국철도공사,경의중앙선,행신역,행신역,경기도 고양시 덕양구 행신동 충경로 124번지(행신2동 812),37.612125,126.834063,2025-04-08
한국철도공사,경의중앙선,능곡역,능곡역,경기도 고양시 덕양구 토당로 35(토당동 454-3),37.618741,126.82089,2025-04-08
한국철도공사,서해선,능곡역,능곡역,경기도 고양시 덕양구 토당로 35(토당동 454-3),37.618741,126.8206,2025-04-08
한국철도공사,경의중앙선,곡산역,곡산역,경기도 고양시 일산동구 경의로 160(백석동),37.645729,126.801877,2025-04-08
한국철도공사,서해선,곡산역,곡산역,경기도 고양시 일산동구 경의로 160(백석동),37.645729,126.801877,2024-12-31
한국철도공사,경의중앙선,백마역,백마역,경기도 고양시 일산동구 경의로 318(풍동 482-8),37.658346,126.794401,2025-04-08
한국철도공사,서해선,백마역,백마역,경기도 고양시 일산동구 경의로 318(풍동 482-8),37.658346,126.794401,2024-12-31
한국철도공사,경의중앙선,풍산역,풍산역,경기도 고양시 일산동구 경의로 486(풍동),37.672173,126.786355,2025-04-08
한국철도공사,서해선,풍산역,풍산역,경기도 고양시 일산동구 경의로 486(풍동),37.672173,126.786355,2024-12-31
한국철도공사,경의중앙선,일산역,일산역,경기도 고양시 일산서구 경의로 672,37.682231,126.769521,2025-04-08
한국철도공사,서해선,일산역,일산역,경기도 고양시 일산서구 경의로 672,37.682231,126.769521,2024-12-31
한국철도공사,경의중앙선,탄현역,탄현역,경기도 고양시 일산서구 경의로 856(덕이동),37.694114,126.761075,2025-04-08
한국철도공사,경의중앙선,야당역,야당역,경기도 파주시 소리천로 10,37.712749,126.761535,2025-04-08
한국철도공사,경의중앙선,운정역,운정역,경기도 파주시 운정역길 368(야당동 299-4번지),37.725441000000004,126.767076,2025-04-08
한국철도공사,경의중앙선,금릉역,금릉역,경기도 파주시 금릉역로85,37.751295,126.765401,2025-04-08
한국철도공사,경의중앙선,금촌역,금촌역,경기도 파주시 새꽃로 193,37.766106,126.774515,2025-04-08
한국철도공사,경의중앙선,월롱역,월롱역,경기도 파주시 월롱면 통일로 980,37.796201,126.792574,2025-04-08
한국철도공사,경의중앙선,파주역,파주역,경기도 파주시 파주읍 주라위길 38,37.815391,126.792426,2025-04-08
한국철도공사,경의중앙선,문산역,문산역,경기도 파주시 문산읍 문산역로 94,37.854565,126.787531,2025-04-08
한국철도공사,경의중앙선,임진강역,임진강역,경기도 파주시 문산읍 임진각로 115(문산읍),37.888364,126.746777,2025-04-08
한국철도공사,경의중앙선,운천역,운천역,경기도 파주시 문산읍 통일로2033번길3,37.880008,126.769713,2025-04-08
한국철도공사,경춘선,신내역,신내역,서울시 중랑구 망우동 320-2,37.612855,127.103277,2025-04-08
한국철도공사,경춘선,갈매역,갈매역,경기도 구리시 갈매동 경춘북로 229(갈매동 502-18),37.634135,127.114803,2025-04-08
한국철도공사,경춘선,별내역,별내역,경기도 남양주시 경춘북로 375(별내동 182-5),37.642221,127.127208,2025-04-08
한국철도공사,경춘선,퇴계원역,퇴계원역,경기도 남양주시 퇴계원면 경춘북로 545(퇴계원리 218-8),37.648316,127.143858,2025-04-08
한국철도공사,경춘선,사릉역,사릉역,경기도 남양주시 진건읍 진건우회로 72-8(사능리 590-2),37.651145,127.176839,2025-04-08
한국철도공사,경춘선,금곡역,금곡역,경기도 남양주시 경춘로 903(금곡동 404-276),37.637414,127.207931,2025-04-08
한국철도공사,경춘선,평내호평역,평내호평역,경기도 남양주시 경춘로 1375(평내동 156),37.653229,127.244452,2025-04-08
한국철도공사,경춘선,천마산역,천마산역,경기도 남양주시 화도읍 묵현로 25번길 37,37.658995,127.285731,2025-04-08
한국철도공사,경춘선,마석역,마석역,경기도 남양주시 화도읍 마석우리 241-4,37.652328,127.311713,2025-04-08
한국철도공사,경춘선,대성리역,대성리역,경기도 가평군 청평면 경춘로 88(대성리 393),37.683909,127.379165,2025-04-08
한국철도공사,경춘선,청평역,청평역,경기도 가평군 청평면 청평역로 97-33(청평리 125-1),37.735484,127.426541,2025-04-08
한국철도공사,경춘선,상천역,상천역,경기도 가평군 청평면 상천역로 29(상천리 1261),37.770305,127.4542,2025-04-08
한국철도공사,경춘선,가평역,가평역,경기도 가평군 가평읍 문화로 13-42(달전리 567),37.814515,127.510693,2025-04-08
한국철도공사,경춘선,굴봉산역,굴봉산역,강원도 춘천시 남산면 서백길 192(백양리 588-30),37.832086,127.557732,2025-04-08
한국철도공사,경춘선,백양리역,백양리역,강원도 춘천시 남산면 북한강변길 690(강촌리 680-7),37.830881,127.589085,2025-04-08
한국철도공사,경춘선,강촌역,강촌역,강원도 춘춘시 남산면 강촌로 150(방곡리 409),37.805728,127.634054,2025-04-08
한국철도공사,경춘선,김유정역,김유정역,강원도 춘천시 신동면 김유정로 1435(신동면 증리 859-3),37.818475,127.714302,2025-04-08
한국철도공사,경춘선,남춘천역,남춘천역,강원도 춘천시 영서로 2260(퇴계동 633-2),37.864071,127.723761,2025-04-08
한국철도공사,경춘선,춘천역,춘천역,강원도 춘천시 평화로 1(근화동 190),37.884391,127.716603,2025-04-08
한국철도공사,장항선,봉명역,봉명역,충남 천안시 동남구 차돌로 51(봉명동 20-2),36.801578,127.136319,2025-04-08
한국철도공사,장항선,쌍용(나사렛대)역,쌍용(나사렛대)역,충청남도 천안시 서북구 쌍용19로 20  _x000D_,36.793745,127.121363,2025-04-08
한국철도공사,장항선,아산역,아산역,충남 아산시 배방읍 희망로 90(장재리 325-3),36.792195,127.104384,2025-04-08
한국철도공사,장항선,탕정역,탕정역,충청남도 아산시 탕정면 매곡중앙6로 11,36.788272,127.084446,2025-04-08
한국철도공사,장항선,배방역,배방역,충남 아산시 배방읍 온천대로 1967,36.777541,127.052751,2025-04-08
한국철도공사,장항선,온양온천역,온양온천역,충남 아산시 온천대로 1496(온천동 56-9),36.780419,127.003707,2025-04-08
한국철도공사,장항선,신창(순천향대)역,신창(순천향대)역,충남 아산시 신창면 행목로 50,36.769213,126.950129,2025-04-08
한국철도공사,안산과천선,선바위역,선바위역,경기도 과천시 중앙로 440,37.451854,127.002164,2025-04-08
한국철도공사,안산과천선,경마공원역,경마공원역,경기도 과천시 경마공원대로 105,37.443987,127.007899,2025-04-08
한국철도공사,안산과천선,대공원역,대공원역,경기도 과천시 대공원로 50,37.435724,127.006474,2025-04-08
한국철도공사,안산과천선,과천역,과천역,경기도 과천시 별양로 지하 177,37.432805,126.996404,2025-04-08
한국철도공사,안산과천선,정부과천청사역,정부과천청사역,경기도 과천시 중앙로 지하 100,37.426445,126.989802,2025-04-08
한국철도공사,안산과천선,인덕원역,인덕원역,경기도 안양시 동안구 흥안대로 529,37.401901,126.976718,2025-04-08
한국철도공사,안산과천선,평촌역,평촌역,경기도 안양시 동안구 부림로 지하 123,37.394346,126.963881,2025-04-08
한국철도공사,안산과천선,범계역,범계역,경기도 안양시 동안구 동안로 지하 130,37.389783,126.950752,2025-04-08
한국철도공사,경강선,판교역,판교역,경기도 성남시 분당구 판교역로 160,37.394798,127.111135,2025-04-08
한국철도공사,경강선,이매역,이매역,경기도 성남시 분당구 성남대로 738,37.394736,127.127048,2025-04-08
한국철도공사,경강선,삼동역,삼동역,경기도 광주시 순암로 451,37.408731,127.203447,2025-04-08
한국철도공사,경강선,경기광주역,경기광주역,경기도 광주시 광주역로 10 경기광주역사,37.398974,127.253201,2025-04-08
한국철도공사,경강선,초월역,초월역,경기도 광주시 초월읍 경충대로 1066,37.373389,127.299996,2025-04-08
한국철도공사,경강선,곤지암역,곤지암역,경기도 광주시 곤지암천로 333,37.350525,127.346186,2025-04-08
한국철도공사,경강선,신둔도예촌역,신둔도예촌역,경기도 이천시 신둔면 남정로 55,37.315499,127.405251,2025-04-08
한국철도공사,경강선,이천역,이천역,경기도 이천시 이섭대천로 1063,37.264222,127.442135,2025-04-08
한국철도공사,경강선,부발역,부발역,경기도 이천시 부발읍 신아로 87,37.260411,127.490303,2025-04-08
한국철도공사,경강선,세종대왕릉역,세종대왕릉역,경기도 여주시 능서면 양화로 877,37.293636,127.570764,2025-04-08
한국철도공사,경강선,여주역,여주역,경기도 여주시 교동로 80(교동 403-1),37.282881,127.628571,2025-04-08
한국철도공사,경강선,성남역,성남역,경기도 성남시 분당구 백현동 545-1,37.394709,127.11949,2025-04-08
한국철도공사,경부선,구로역,구로역,서울시 구로구 구로중앙로 174,37.503178,126.882037,2025-04-08
한국철도공사,경부선,가산디지털단지역,가산디지털단지역,서울시 금천구 벚꽃로 309,37.481568,126.882628,2025-04-08
한국철도공사,경부선,금천구청역,금천구청역,서울시 금천구 시흥대로 63길 91,37.45576,126.894344,2025-04-08
한국철도공사,경부선,석수역,석수역,경기도 안양시 만안구 경수대로 1431,37.435161,126.902233,2025-04-08
한국철도공사,경부선,관악역,관악역,경기도 안양시 만안구 경수대로 1273번길 46,37.419578,126.908476,2025-04-08
한국철도공사,경부선,안양역,안양역,경기도 안양시 만안구 만안로 232,37.401929,126.922647,2025-04-08
한국철도공사,경부선,명학역,명학역,경기도 안양시 만안구 만안로 20,37.384435,126.935579,2025-04-08
한국철도공사,경부선,금정역,금정역,경기도 군포시 군포로 750,37.371957,126.943411,2025-04-08
한국철도공사,안산과천선,금정역,금정역,경기도 군포시 군포로 750,37.371957,126.943611,2025-04-08
한국철도공사,경부선,군포역,군포역,경기도 군포시 군포역1길 27,37.353732,126.948517,2025-04-08
한국철도공사,경부선,의왕역,의왕역,경기도 의왕시 철도박물관로 66(삼동),37.320648,126.948099,2025-04-08
