"업체명","적용지역","광역지역","상위지역","하위지역","대표역","대표역주소","위치표시","주소표시","역거리km","역사용여부","계산상가까운역"
"한국미인테라피","경기","경기","이천시","율면","","","율면 중심","경기 이천시 율면","19.23","N","부발역"
"한국미인테라피","경기","경기","이천시","장호원읍","","","장호원읍 중심","경기 이천시 장호원읍","17.03","N","여주역"
"한국미인테라피","경기","경기","이천시","중리동","이천역","경기도 이천시 이섭대천로 1063","이천역 인근","경기도 이천시 이섭대천로 1063","3.26","Y","이천역"
"한국미인테라피","경기","경기","이천시","증포동","이천역","경기도 이천시 이섭대천로 1063","이천역 인근","경기도 이천시 이섭대천로 1063","2.98","Y","이천역"
"한국미인테라피","경기","경기","이천시","창전동","이천역","경기도 이천시 이섭대천로 1063","이천역 인근","경기도 이천시 이섭대천로 1063","2.14","Y","이천역"
"한국미인테라피","경기","경기","이천시","호법면","이천역","경기도 이천시 이섭대천로 1063","이천역 인근","경기도 이천시 이섭대천로 1063","5.65","Y","이천역"
"한국미인테라피","경기","경기","파주시","광탄면","","","광탄면 중심","경기 파주시 광탄면","8.08","N","월롱역"
"한국미인테라피","경기","경기","파주시","교하동","야당역","경기도 파주시 소리천로 10","야당역 인근","경기도 파주시 소리천로 10","5.45","Y","야당역"
"한국미인테라피","경기","경기","파주시","금촌동","금릉역","경기도 파주시 금릉역로85","금릉역 인근","경기도 파주시 금릉역로85","0.88","Y","금릉역"
"한국미인테라피","경기","경기","파주시","문산읍","문산역","경기도 파주시 문산읍 문산역로 94","문산역 인근","경기도 파주시 문산읍 문산역로 94","1.13","Y","문산역"
"한국미인테라피","경기","경기","파주시","법원읍","","","법원읍 중심","경기 파주시 법원읍","9.13","N","문산역"
"한국미인테라피","경기","경기","파주시","운정동","","","운정동 중심","경기 파주시 운정동","","N",""
"한국미인테라피","경기","경기","파주시","월롱면","월롱역","경기도 파주시 월롱면 통일로 980","월롱역 인근","경기도 파주시 월롱면 통일로 980","0.23","Y","월롱역"
"한국미인테라피","경기","경기","파주시","장단면","임진강역","경기도 파주시 문산읍 임진각로 115(문산읍)","임진강역 인근","경기도 파주시 문산읍 임진각로 115(문산읍)","3.28","Y","임진강역"
"한국미인테라피","경기","경기","파주시","적성면","","","적성면 중심","경기 파주시 적성면","12.12","N","소요산역"
"한국미인테라피","경기","경기","파주시","조리읍","금촌역","경기도 파주시 새꽃로 193","금촌역 인근","경기도 파주시 새꽃로 193","3.76","Y","금촌역"
"한국미인테라피","경기","경기","파주시","탄현면","파주역","경기도 파주시 파주읍 주라위길 38","파주역 인근","경기도 파주시 파주읍 주라위길 38","7.26","Y","파주역"
"한국미인테라피","경기","경기","파주시","파주읍","파주역","경기도 파주시 파주읍 주라위길 38","파주역 인근","경기도 파주시 파주읍 주라위길 38","2.62","Y","파주역"
"한국미인테라피","경기","경기","파주시","파평면","","","파평면 중심","경기 파주시 파평면","8.22","N","운천역"
"한국미인테라피","경기","경기","평택시","고덕동","서정리역","경기도 평택시 탄현로 51","서정리역 인근","경기도 평택시 탄현로 51","1.73","Y","서정리역"
"한국미인테라피","경기","경기","평택시","고덕면","서정리역","경기도 평택시 탄현로 51","서정리역 인근","경기도 평택시 탄현로 51","4.35","Y","서정리역"
"한국미인테라피","경기","경기","평택시","동삭동","평택지제역","경기도 평택시 경기대로 777","평택지제역 인근","경기도 평택시 경기대로 777","2.66","Y","평택지제역"
"한국미인테라피","경기","경기","평택시","비전동","평택역","경기도 평택시 평택로 51","평택역 인근","경기도 평택시 평택로 51","1.78","Y","평택역"
"한국미인테라피","경기","경기","평택시","서정동","송탄역","경기도 평택시 신장동 송탄공원로 43","송탄역 인근","경기도 평택시 신장동 송탄공원로 43","0.83","Y","송탄역"
"한국미인테라피","경기","경기","평택시","서탄면","진위역","경기도 평택시 경기대로 1855","진위역 인근","경기도 평택시 경기대로 1855","3.07","Y","진위역"
"한국미인테라피","경기","경기","평택시","세교동","평택역","경기도 평택시 평택로 51","평택역 인근","경기도 평택시 평택로 51","1.74","Y","평택역"
"한국미인테라피","경기","경기","평택시","송북동","송탄역","경기도 평택시 신장동 송탄공원로 43","송탄역 인근","경기도 평택시 신장동 송탄공원로 43","0.87","Y","송탄역"
"한국미인테라피","경기","경기","평택시","송탄동","평택지제역","경기도 평택시 경기대로 777","평택지제역 인근","경기도 평택시 경기대로 777","3.59","Y","평택지제역"
"한국미인테라피","경기","경기","평택시","신장동","송탄역","경기도 평택시 신장동 송탄공원로 43","송탄역 인근","경기도 평택시 신장동 송탄공원로 43","0.82","Y","송탄역"
"한국미인테라피","경기","경기","평택시","신평동","","","신평동 중심","경기 평택시 신평동","","N",""
"한국미인테라피","경기","경기","평택시","안중읍","","","안중읍 중심","경기 평택시 안중읍","13.19","N","평택지제역"
"한국미인테라피","경기","경기","평택시","오성면","평택지제역","경기도 평택시 경기대로 777","평택지제역 인근","경기도 평택시 경기대로 777","7.70","Y","평택지제역"
"한국미인테라피","경기","경기","평택시","용이동","평택역","경기도 평택시 평택로 51","평택역 인근","경기도 평택시 평택로 51","5.14","Y","평택역"
"한국미인테라피","경기","경기","평택시","원평동","평택역","경기도 평택시 평택로 51","평택역 인근","경기도 평택시 평택로 51","0.47","Y","평택역"
"한국미인테라피","경기","경기","평택시","중앙동","서정리역","경기도 평택시 탄현로 51","서정리역 인근","경기도 평택시 탄현로 51","0.31","Y","서정리역"
"한국미인테라피","경기","경기","평택시","지산동","송탄역","경기도 평택시 신장동 송탄공원로 43","송탄역 인근","경기도 평택시 신장동 송탄공원로 43","1.20","Y","송탄역"
"한국미인테라피","경기","경기","평택시","진위면","진위역","경기도 평택시 경기대로 1855","진위역 인근","경기도 평택시 경기대로 1855","1.93","Y","진위역"
"한국미인테라피","경기","경기","평택시","청북읍","","","청북읍 중심","경기 평택시 청북읍","10.80","N","서정리역"
"한국미인테라피","경기","경기","평택시","통복동","평택역","경기도 평택시 평택로 51","평택역 인근","경기도 평택시 평택로 51","0.70","Y","평택역"
"한국미인테라피","경기","경기","평택시","팽성읍","평택역","경기도 평택시 평택로 51","평택역 인근","경기도 평택시 평택로 51","4.92","Y","평택역"
"한국미인테라피","경기","경기","평택시","포승읍","","","포승읍 중심","경기 평택시 포승읍","18.65","N","서정리역"
"한국미인테라피","경기","경기","평택시","현덕면","","","현덕면 중심","경기 평택시 현덕면","15.12","N","평택역"
"한국미인테라피","경기","경기","포천시","가산면","","","가산면 중심","경기 포천시 가산면","11.48","N","덕정역"
"한국미인테라피","경기","경기","포천시","관인면","","","관인면 중심","경기 포천시 관인면","15.09","N","연천역"
"한국미인테라피","경기","경기","포천시","군내면","","","군내면 중심","경기 포천시 군내면","14.59","N","덕정역"
"한국미인테라피","경기","경기","포천시","내촌면","","","내촌면 중심","경기 포천시 내촌면","9.06","N","진접역"
"한국미인테라피","경기","경기","포천시","선단동","덕정역","경기도 양주시 화합로 1356","덕정역 인근","경기도 양주시 화합로 1356","7.83","Y","덕정역"
"한국미인테라피","경기","경기","포천시","소흘읍","","","소흘읍 중심","경기 포천시 소흘읍","8.29","N","곤제역"
"한국미인테라피","경기","경기","포천시","신북면","","","신북면 중심","경기 포천시 신북면","10.30","N","소요산역"
"한국미인테라피","경기","경기","포천시","영북면","","","영북면 중심","경기 포천시 영북면","17.78","N","연천역"
"한국미인테라피","경기","경기","포천시","영중면","","","영중면 중심","경기 포천시 영중면","14.98","N","청산역"
"한국미인테라피","경기","경기","포천시","이동면","","","이동면 중심","경기 포천시 이동면","25.80","N","전곡역"
"한국미인테라피","경기","경기","포천시","일동면","","","일동면 중심","경기 포천시 일동면","22.04","N","청산역"
"한국미인테라피","경기","경기","포천시","창수면","","","창수면 중심","경기 포천시 창수면","9.09","N","전곡역"
"한국미인테라피","경기","경기","포천시","포천동","","","포천동 중심","경기 포천시 포천동","10.91","N","동두천중앙역"
"한국미인테라피","경기","경기","포천시","화현면","","","화현면 중심","경기 포천시 화현면","19.77","N","동두천중앙역"
"한국미인테라피","경기","경기","하남시","감북동","중앙보훈병원역","서울특별시 강동구 명일로 지하 117","중앙보훈병원역 인근","서울특별시 강동구 명일로 지하 117","1.32","Y","중앙보훈병원역"
