"업체명","적용지역","광역지역","상위지역","하위지역","대표역","대표역주소","위치표시","주소표시","역거리km","역사용여부","계산상가까운역"
"한국미인테라피","경기","경기","하남시","초이동","중앙보훈병원역","서울특별시 강동구 명일로 지하 117","중앙보훈병원역 인근","서울특별시 강동구 명일로 지하 117","2.36","Y","중앙보훈병원역"
"한국미인테라피","경기","경기","하남시","춘궁동","하남시청역","경기도 하남시 하남대로 지하820(덕풍동)","하남시청역 인근","경기도 하남시 하남대로 지하820(덕풍동)","4.00","Y","하남시청역"
"한국미인테라피","경기","경기","화성시-동탄구","동탄동","","","동탄동 중심","경기 화성시 동탄구 동탄동","","N",""
"한국미인테라피","경기","경기","화성시-만세구","남양읍","야목역","경기도 화성시 매송면 본오매송로 286(야목리)","야목역 인근","경기도 화성시 매송면 본오매송로 286(야목리)","7.93","Y","야목역"
"한국미인테라피","경기","경기","화성시-만세구","마도면","","","마도면 중심","경기 화성시 만세구 마도면","10.91","N","원시역"
"한국미인테라피","경기","경기","화성시-만세구","새솔동","사리역","경기도 안산시 상록구 충장로 103(사동)","사리역 인근","경기도 안산시 상록구 충장로 103(사동)","3.54","Y","사리역"
"한국미인테라피","경기","경기","화성시-만세구","서신면","","","서신면 중심","경기 화성시 만세구 서신면","16.63","N","원시역"
"한국미인테라피","경기","경기","화성시-만세구","송산면","","","송산면 중심","경기 화성시 만세구 송산면","10.32","N","원시역"
"한국미인테라피","경기","경기","화성시-만세구","양감면","","","양감면 중심","경기 화성시 만세구 양감면","9.68","N","송탄역"
"한국미인테라피","경기","경기","화성시-만세구","우정읍","","","우정읍 중심","경기 화성시 만세구 우정읍","19.64","N","어천역"
"한국미인테라피","경기","경기","화성시-만세구","장안면","","","장안면 중심","경기 화성시 만세구 장안면","19.79","N","송탄역"
"한국미인테라피","경기","경기","화성시-만세구","팔탄면","","","팔탄면 중심","경기 화성시 만세구 팔탄면","12.93","N","어천역"
"한국미인테라피","경기","경기","화성시-만세구","향남읍","","","향남읍 중심","경기 화성시 만세구 향남읍","12.49","N","세마역"
"한국미인테라피","경기","경기","화성시-병점구","반월동","망포역","경기도 수원시 영통구 봉영로 지하 1520","망포역 인근","경기도 수원시 영통구 봉영로 지하 1520","1.86","Y","망포역"
"한국미인테라피","경기","경기","화성시-병점구","병점동","병점역","경기도 화성시 떡전골로 97","병점역 인근","경기도 화성시 떡전골로 97","0.77","Y","병점역"
"한국미인테라피","경기","경기","화성시-병점구","진안동","병점역","경기도 화성시 떡전골로 97","병점역 인근","경기도 화성시 떡전골로 97","1.05","Y","병점역"
"한국미인테라피","경기","경기","화성시-병점구","화산동","병점역","경기도 화성시 떡전골로 97","병점역 인근","경기도 화성시 떡전골로 97","1.63","Y","병점역"
"한국미인테라피","경기","경기","화성시-효행구","기배동","오목천역","경기도 수원시 권선구 삼천병마로 1576(오목천동)","오목천역 인근","경기도 수원시 권선구 삼천병마로 1576(오목천동)","2.86","Y","오목천역"
"한국미인테라피","경기","경기","화성시-효행구","매송면","어천역","경기도 화성시 매송면 화성로 2227-5(어천리)","어천역 인근","경기도 화성시 매송면 화성로 2227-5(어천리)","0.59","Y","어천역"
"한국미인테라피","경기","경기","화성시-효행구","봉담읍","오목천역","경기도 수원시 권선구 삼천병마로 1576(오목천동)","오목천역 인근","경기도 수원시 권선구 삼천병마로 1576(오목천동)","5.67","Y","오목천역"
"한국미인테라피","경기","경기","화성시-효행구","비봉면","야목역","경기도 화성시 매송면 본오매송로 286(야목리)","야목역 인근","경기도 화성시 매송면 본오매송로 286(야목리)","3.20","Y","야목역"
"한국미인테라피","경기","경기","화성시-효행구","정남면","세마역","경기도 오산시 세마역로 88","세마역 인근","경기도 오산시 세마역로 88","7.04","Y","세마역"
"한국미인테라피","서울","서울","강남구","개포동","개포동역","서울시 강남구 개포동 지하 420(개포동)","개포동역 인근","서울시 강남구 개포동 지하 420(개포동)","0.00","Y","개포동역"
"한국미인테라피","서울","서울","강남구","논현동","학동역","서울특별시 강남구 학동로 지하180(논현동)","학동역 인근","서울특별시 강남구 학동로 지하180(논현동)","0.29","Y","학동역"
"한국미인테라피","서울","서울","강남구","대치동","학여울역","서울특별시 강남구 남부순환로 지하3104(대치동)","학여울역 인근","서울특별시 강남구 남부순환로 지하3104(대치동)","0.51","Y","학여울역"
"한국미인테라피","서울","서울","강남구","도곡동","매봉역","서울특별시 강남구 남부순환로 지하2744(도곡동)","매봉역 인근","서울특별시 강남구 남부순환로 지하2744(도곡동)","0.28","Y","매봉역"
"한국미인테라피","서울","서울","강남구","삼성동","삼성중앙역","서울특별시 강남구 봉은사로 501","삼성중앙역 인근","서울특별시 강남구 봉은사로 501","0.29","Y","삼성중앙역"
"한국미인테라피","서울","서울","강남구","세곡동","수서역","서울특별시 강남구 광평로 지하270(수서동)","수서역 인근","서울특별시 강남구 광평로 지하270(수서동)","1.85","Y","수서역"
"한국미인테라피","서울","서울","강남구","수서동","수서역","서울시 강남구 광평로 지하 270(수서동)","수서역 인근","서울시 강남구 광평로 지하 270(수서동)","0.43","Y","수서역"
"한국미인테라피","서울","서울","강남구","신사동","압구정역","서울특별시 강남구 압구정로 지하172(신사동)","압구정역 인근","서울특별시 강남구 압구정로 지하172(신사동)","0.43","Y","압구정역"
"한국미인테라피","서울","서울","강남구","압구정동","압구정역","서울특별시 강남구 압구정로 지하172(신사동)","압구정역 인근","서울특별시 강남구 압구정로 지하172(신사동)","0.50","Y","압구정역"
"한국미인테라피","서울","서울","강남구","역삼동","역삼역","서울특별시 강남구 테헤란로 지하156(역삼동)","역삼역 인근","서울특별시 강남구 테헤란로 지하156(역삼동)","0.21","Y","역삼역"
"한국미인테라피","서울","서울","강남구","일원동","일원역","서울특별시 강남구 일원로 지하121(일원동)","일원역 인근","서울특별시 강남구 일원로 지하121(일원동)","0.48","Y","일원역"
"한국미인테라피","서울","서울","강남구","일원본동","일원역","서울특별시 강남구 일원로 지하121(일원동)","일원역 인근","서울특별시 강남구 일원로 지하121(일원동)","0.22","Y","일원역"
"한국미인테라피","서울","서울","강남구","청담동","청담역","서울특별시 강남구 학동로 지하508(청담동)","청담역 인근","서울특별시 강남구 학동로 지하508(청담동)","0.74","Y","청담역"
"한국미인테라피","서울","서울","강동구","강일동","강일역","서울특별시 강동구 고덕로 지하456(강일동)","강일역 인근","서울특별시 강동구 고덕로 지하456(강일동)","1.16","Y","강일역"
"한국미인테라피","서울","서울","강동구","고덕동","고덕역","서울특별시 강동구 고덕로 지하253(고덕동)","고덕역 인근","서울특별시 강동구 고덕로 지하253(고덕동)","1.18","Y","고덕역"
"한국미인테라피","서울","서울","강동구","길동","길동역","서울특별시 강동구 양재대로 지하1480(길동)","길동역 인근","서울특별시 강동구 양재대로 지하1480(길동)","0.04","Y","길동역"
"한국미인테라피","서울","서울","강동구","둔촌동","둔촌동역","서울특별시 강동구 양재대로 지하1369(둔촌동)","둔촌동역 인근","서울특별시 강동구 양재대로 지하1369(둔촌동)","0.00","Y","둔촌동역"
"한국미인테라피","서울","서울","강동구","명일동","명일역","서울특별시 강동구 양재대로 지하1632(명일동)","명일역 인근","서울특별시 강동구 양재대로 지하1632(명일동)","0.74","Y","명일역"
"한국미인테라피","서울","서울","강동구","상일동","상일동역","서울특별시 강동구 고덕로 지하359(상일동)","상일동역 인근","서울특별시 강동구 고덕로 지하359(상일동)","0.04","Y","상일동역"
"한국미인테라피","서울","서울","강동구","성내동","둔촌동역","서울특별시 강동구 양재대로 지하1369(둔촌동)","둔촌동역 인근","서울특별시 강동구 양재대로 지하1369(둔촌동)","0.70","Y","둔촌동역"
"한국미인테라피","서울","서울","강동구","암사동","암사역사공원역","서울시 강동구 아리수로 27번길 2","암사역사공원역 인근","서울시 강동구 아리수로 27번길 2","0.60","Y","암사역사공원역"
"한국미인테라피","서울","서울","강동구","천호동","천호역","서울특별시 강동구 천호대로 지하997(천호동)","천호역 인근","서울특별시 강동구 천호대로 지하997(천호동)","0.59","Y","천호역"
"한국미인테라피","서울","서울","강북구","미아동","삼양사거리역","서울특별시 강북구 삼양로 197","삼양사거리역 인근","서울특별시 강북구 삼양로 197","0.08","Y","삼양사거리역"
"한국미인테라피","서울","서울","강북구","번동","미아역","서울특별시 강북구 도봉로 지하198(미아동)","미아역 인근","서울특별시 강북구 도봉로 지하198(미아동)","1.04","Y","미아역"
"한국미인테라피","서울","서울","강북구","삼각산동","솔샘역","서울특별시 강북구 솔샘로 지하 189","솔샘역 인근","서울특별시 강북구 솔샘로 지하 189","0.56","Y","솔샘역"
"한국미인테라피","서울","서울","강북구","삼양동","솔샘역","서울특별시 강북구 솔샘로 지하 189","솔샘역 인근","서울특별시 강북구 솔샘로 지하 189","0.46","Y","솔샘역"
"한국미인테라피","서울","서울","강북구","송중동","미아사거리역","서울특별시 강북구 도봉로 지하50(미아동)","미아사거리역 인근","서울특별시 강북구 도봉로 지하50(미아동)","0.58","Y","미아사거리역"
"한국미인테라피","서울","서울","강북구","송천동","삼양사거리역","서울특별시 강북구 삼양로 197","삼양사거리역 인근","서울특별시 강북구 삼양로 197","0.54","Y","삼양사거리역"
"한국미인테라피","서울","서울","강북구","수유동","화계역","서울특별시 강북구 삼양로 341","화계역 인근","서울특별시 강북구 삼양로 341","1.18","Y","화계역"
"한국미인테라피","서울","서울","강북구","우이동","솔밭공원역","서울특별시 강북구 삼양로 595","솔밭공원역 인근","서울특별시 강북구 삼양로 595","0.41","Y","솔밭공원역"
"한국미인테라피","서울","서울","강북구","인수동","가오리역","서울특별시 강북구 삼양로 426","가오리역 인근","서울특별시 강북구 삼양로 426","1.46","Y","가오리역"
"한국미인테라피","서울","서울","강서구","가양동","양천향교역","서울특별시 강서구 양천로 지하341","양천향교역 인근","서울특별시 강서구 양천로 지하341","0.75","Y","양천향교역"
"한국미인테라피","서울","서울","강서구","공항동","김포공항역","서울특별시 강서구 하늘길 지하77(방화동)","김포공항역 인근","서울특별시 강서구 하늘길 지하77(방화동)","0.99","Y","김포공항역"
"한국미인테라피","서울","서울","강서구","등촌동","등촌역","서울특별시 강서구 공항대로 지하529","등촌역 인근","서울특별시 강서구 공항대로 지하529","0.30","Y","등촌역"
"한국미인테라피","서울","서울","강서구","발산동","","","발산동 중심","서울 강서구 발산동","","N",""
"한국미인테라피","서울","서울","강서구","방화동","방화역","서울특별시 강서구 금낭화로 지하132(방화동)","방화역 인근","서울특별시 강서구 금낭화로 지하132(방화동)","0.16","Y","방화역"
"한국미인테라피","서울","서울","강서구","염창동","등촌역","서울특별시 강서구 공항대로 지하529","등촌역 인근","서울특별시 강서구 공항대로 지하529","0.83","Y","등촌역"
"한국미인테라피","서울","서울","강서구","우장산동","우장산역","서울특별시 강서구 강서로 지하262(화곡동)","우장산역 인근","서울특별시 강서구 강서로 지하262(화곡동)","0.46","Y","우장산역"
"한국미인테라피","서울","서울","강서구","화곡동","화곡역","서울특별시 강서구 화곡로 지하168(화곡동)","화곡역 인근","서울특별시 강서구 화곡로 지하168(화곡동)","0.34","Y","화곡역"
"한국미인테라피","서울","서울","강서구","화곡본동","화곡역","서울특별시 강서구 화곡로 지하168(화곡동)","화곡역 인근","서울특별시 강서구 화곡로 지하168(화곡동)","0.76","Y","화곡역"
"한국미인테라피","서울","서울","관악구","낙성대동","낙성대역","서울특별시 관악구 남부순환로 지하1928(봉천동)","낙성대역 인근","서울특별시 관악구 남부순환로 지하1928(봉천동)","1.07","Y","낙성대역"
"한국미인테라피","서울","서울","관악구","난곡동","서울대벤처타운역","서울특별시 관악구 신림로 144 (신림동)","서울대벤처타운역 인근","서울특별시 관악구 신림로 144 (신림동)","1.22","Y","서울대벤처타운역"
"한국미인테라피","서울","서울","관악구","난향동","서울대벤처타운역","서울특별시 관악구 신림로 144 (신림동)","서울대벤처타운역 인근","서울특별시 관악구 신림로 144 (신림동)","1.77","Y","서울대벤처타운역"
"한국미인테라피","서울","서울","관악구","남현동","남태령역","서울특별시 서초구 과천대로 지하816(방배동)","남태령역 인근","서울특별시 서초구 과천대로 지하816(방배동)","0.89","Y","남태령역"
"한국미인테라피","서울","서울","관악구","대학동","관악산역","서울특별시 관악구 신림로 23 (신림동)","관악산역 인근","서울특별시 관악구 신림로 23 (신림동)","1.89","Y","관악산역"
"한국미인테라피","서울","서울","관악구","미성동","신대방역","서울특별시 동작구 대림로 2(신대방동)","신대방역 인근","서울특별시 동작구 대림로 2(신대방동)","1.49","Y","신대방역"
"한국미인테라피","서울","서울","관악구","보라매동","당곡역","서울특별시 관악구 보라매로 6 (봉천동)","당곡역 인근","서울특별시 관악구 보라매로 6 (봉천동)","0.39","Y","당곡역"
"한국미인테라피","서울","서울","관악구","삼성동","서울대벤처타운역","서울특별시 관악구 신림로 144 (신림동)","서울대벤처타운역 인근","서울특별시 관악구 신림로 144 (신림동)","1.06","Y","서울대벤처타운역"
"한국미인테라피","서울","서울","관악구","서림동","관악산역","서울특별시 관악구 신림로 23 (신림동)","관악산역 인근","서울특별시 관악구 신림로 23 (신림동)","0.56","Y","관악산역"
"한국미인테라피","서울","서울","관악구","서원동","서원역","서울특별시 관악구 신림로 258 (신림동)","서원역 인근","서울특별시 관악구 신림로 258 (신림동)","0.18","Y","서원역"
"한국미인테라피","서울","서울","관악구","성현동","숭실대입구역","서울특별시 동작구 상도로 지하378(상도동)","숭실대입구역 인근","서울특별시 동작구 상도로 지하378(상도동)","0.74","Y","숭실대입구역"
"한국미인테라피","서울","서울","관악구","신림동","신림역","서울특별시 관악구 남부순환로 지하1614 (신림동)","신림역 인근","서울특별시 관악구 남부순환로 지하1614 (신림동)","0.26","Y","신림역"
"한국미인테라피","서울","서울","관악구","신사동","신대방역","서울특별시 동작구 대림로 2(신대방동)","신대방역 인근","서울특별시 동작구 대림로 2(신대방동)","0.50","Y","신대방역"
"한국미인테라피","서울","서울","관악구","신원동","서원역","서울특별시 관악구 신림로 258 (신림동)","서원역 인근","서울특별시 관악구 신림로 258 (신림동)","0.57","Y","서원역"
"한국미인테라피","서울","서울","관악구","은천동","봉천역","서울특별시 관악구 남부순환로 지하1721(봉천동)","봉천역 인근","서울특별시 관악구 남부순환로 지하1721(봉천동)","0.56","Y","봉천역"
"한국미인테라피","서울","서울","관악구","인헌동","낙성대역","서울특별시 관악구 남부순환로 지하1928(봉천동)","낙성대역 인근","서울특별시 관악구 남부순환로 지하1928(봉천동)","0.90","Y","낙성대역"
"한국미인테라피","서울","서울","관악구","조원동","구로디지털단지역","서울특별시 구로구 도림천로 477(구로동)","구로디지털단지역 인근","서울특별시 구로구 도림천로 477(구로동)","0.62","Y","구로디지털단지역"
"한국미인테라피","서울","서울","관악구","중앙동","서울대입구역","서울특별시 관악구 남부순환로 지하1822(봉천동)","서울대입구역 인근","서울특별시 관악구 남부순환로 지하1822(봉천동)","0.36","Y","서울대입구역"
"한국미인테라피","서울","서울","관악구","청룡동","봉천역","서울특별시 관악구 남부순환로 지하1721(봉천동)","봉천역 인근","서울특별시 관악구 남부순환로 지하1721(봉천동)","0.67","Y","봉천역"
"한국미인테라피","서울","서울","관악구","청림동","숭실대입구역","서울특별시 동작구 상도로 지하378(상도동)","숭실대입구역 인근","서울특별시 동작구 상도로 지하378(상도동)","0.90","Y","숭실대입구역"
"한국미인테라피","서울","서울","관악구","행운동","서울대입구역","서울특별시 관악구 남부순환로 지하1822(봉천동)","서울대입구역 인근","서울특별시 관악구 남부순환로 지하1822(봉천동)","0.56","Y","서울대입구역"
"한국미인테라피","서울","서울","광진구","광장동","광나루역","서울특별시 광진구 아차산로 지하571(광장동)","광나루역 인근","서울특별시 광진구 아차산로 지하571(광장동)","0.29","Y","광나루역"
"한국미인테라피","서울","서울","광진구","구의동","구의역","서울특별시 광진구 아차산로 384-1(구의동)","구의역 인근","서울특별시 광진구 아차산로 384-1(구의동)","0.82","Y","구의역"
"한국미인테라피","서울","서울","광진구","군자동","어린이대공원역","서울특별시 광진구 능동로 지하210(화양동)","어린이대공원역 인근","서울특별시 광진구 능동로 지하210(화양동)","0.58","Y","어린이대공원역"
"한국미인테라피","서울","서울","광진구","능동","군자역","서울특별시 광진구 천호대로 지하550(능동)","군자역 인근","서울특별시 광진구 천호대로 지하550(능동)","0.34","Y","군자역"
"한국미인테라피","서울","서울","광진구","자양동","자양역","서울특별시 광진구 능동로 10(자양동)","자양역 인근","서울특별시 광진구 능동로 10(자양동)","0.73","Y","자양역"
"한국미인테라피","서울","서울","광진구","중곡동","중곡역","서울특별시 광진구 능동로 지하417(중곡동)","중곡역 인근","서울특별시 광진구 능동로 지하417(중곡동)","0.43","Y","중곡역"
"한국미인테라피","서울","서울","광진구","화양동","건대입구역","서울특별시 광진구 능동로 지하110(화양동)","건대입구역 인근","서울특별시 광진구 능동로 지하110(화양동)","0.31","Y","건대입구역"
"한국미인테라피","서울","서울","구로구","가리봉동","남구로역","서울특별시 구로구 도림로 지하7(구로동) ","남구로역 인근","서울특별시 구로구 도림로 지하7(구로동) ","0.29","Y","남구로역"
"한국미인테라피","서울","서울","구로구","개봉동","개봉역","서울시 구로구 경인로 40길 47","개봉역 인근","서울시 구로구 경인로 40길 47","0.20","Y","개봉역"
"한국미인테라피","서울","서울","구로구","고척동","구일역","서울시 구로구 구일로 133","구일역 인근","서울시 구로구 구일로 133","0.91","Y","구일역"
"한국미인테라피","서울","서울","구로구","구로동","대림역","서울특별시 구로구 도림천로 351(구로동)","대림역 인근","서울특별시 구로구 도림천로 351(구로동)","0.93","Y","대림역"
"한국미인테라피","서울","서울","구로구","수궁동","온수역","서울시 구로구 부일로 872","온수역 인근","서울시 구로구 부일로 872","0.88","Y","온수역"
"한국미인테라피","서울","서울","구로구","신도림동","도림천역","서울특별시 구로구 경인로67길 160(신도림동)","도림천역 인근","서울특별시 구로구 경인로67길 160(신도림동)","0.45","Y","도림천역"
"한국미인테라피","서울","서울","구로구","오류동","오류동역","서울시 구로구 경인로 20길 13","오류동역 인근","서울시 구로구 경인로 20길 13","0.01","Y","오류동역"
"한국미인테라피","서울","서울","구로구","항동","온수역","서울특별시 구로구 경인로3길 지하64(온수동)","온수역 인근","서울특별시 구로구 경인로3길 지하64(온수동)","1.20","Y","온수역"
"한국미인테라피","서울","서울","금천구","가산동","가산디지털단지역","서울특별시 금천구 벚꽃로 309(가산동)","가산디지털단지역 인근","서울특별시 금천구 벚꽃로 309(가산동)","0.65","Y","가산디지털단지역"
"한국미인테라피","서울","서울","금천구","독산동","독산역","서울시 금천구 벚꽃로 115","독산역 인근","서울시 금천구 벚꽃로 115","0.79","Y","독산역"
"한국미인테라피","서울","서울","금천구","시흥동","금천구청역","서울시 금천구 시흥대로 63길 91","금천구청역 인근","서울시 금천구 시흥대로 63길 91","1.37","Y","금천구청역"
"한국미인테라피","서울","서울","노원구","3동","중계역","서울특별시 노원구 동일로 지하1308-1(중계동)","중계역 인근","서울특별시 노원구 동일로 지하1308-1(중계동)","0.21","Y","중계역"
"한국미인테라피","서울","서울","노원구","4동","불암산역","서울특별시 노원구 상계로 305(상계동)","불암산역 인근","서울특별시 노원구 상계로 305(상계동)","0.77","Y","불암산역"
"한국미인테라피","서울","서울","노원구","7동","중계역","서울특별시 노원구 동일로 지하1308-1(중계동)","중계역 인근","서울특별시 노원구 동일로 지하1308-1(중계동)","0.44","Y","중계역"
"한국미인테라피","서울","서울","노원구","공릉동","화랑대역","서울특별시 노원구 화랑로 지하510(공릉동)","화랑대역 인근","서울특별시 노원구 화랑로 지하510(공릉동)","1.18","Y","화랑대역"
"한국미인테라피","서울","서울","노원구","상계동","불암산역","서울특별시 노원구 상계로 305(상계동)","불암산역 인근","서울특별시 노원구 상계로 305(상계동)","0.66","Y","불암산역"
"한국미인테라피","서울","서울","노원구","월계동","월계역","서울시 노원구 월계로 53길 40(월계2동 261)","월계역 인근","서울시 노원구 월계로 53길 40(월계2동 261)","0.55","Y","월계역"
"한국미인테라피","서울","서울","노원구","중계동","상계역","서울특별시 노원구 상계로 182(상계동)","상계역 인근","서울특별시 노원구 상계로 182(상계동)","1.27","Y","상계역"
"한국미인테라피","서울","서울","노원구","중계본동","상계역","서울특별시 노원구 상계로 182(상계동)","상계역 인근","서울특별시 노원구 상계로 182(상계동)","1.70","Y","상계역"
"한국미인테라피","서울","서울","노원구","하계동","하계역","서울특별시 노원구 동일로 지하1196(하계동)","하계역 인근","서울특별시 노원구 동일로 지하1196(하계동)","0.55","Y","하계역"
"한국미인테라피","서울","서울","도봉구","도봉동","도봉산역","서울시 도봉구 도봉로 964-33","도봉산역 인근","서울시 도봉구 도봉로 964-33","1.46","Y","도봉산역"
"한국미인테라피","서울","서울","도봉구","방학동","방학역","서울시 도봉구 도봉로 150다길 3","방학역 인근","서울시 도봉구 도봉로 150다길 3","1.02","Y","방학역"
"한국미인테라피","서울","서울","도봉구","쌍문동","쌍문역","서울특별시 도봉구 도봉로 지하 486-1(창동)","쌍문역 인근","서울특별시 도봉구 도봉로 지하 486-1(창동)","0.98","Y","쌍문역"
"한국미인테라피","서울","서울","도봉구","창동","창동역","서울시 도봉구 마들로 11길 77(창1동 135-86)","창동역 인근","서울시 도봉구 마들로 11길 77(창1동 135-86)","0.00","Y","창동역"
"한국미인테라피","서울","서울","동대문구","답십리동","답십리역","서울특별시 성동구 천호대로 지하300(용답동)","답십리역 인근","서울특별시 성동구 천호대로 지하300(용답동)","0.40","Y","답십리역"
"한국미인테라피","서울","서울","동대문구","신설동","신설동역","서울특별시 동대문구 왕산로 지하1(신설동)","신설동역 인근","서울특별시 동대문구 왕산로 지하1(신설동)","0.01","Y","신설동역"
"한국미인테라피","서울","서울","동대문구","용두동","제기동역","서울특별시 동대문구 왕산로 지하93(제기동)","제기동역 인근","서울특별시 동대문구 왕산로 지하93(제기동)","0.22","Y","제기동역"
"한국미인테라피","서울","서울","동대문구","이문동","외대앞역","서울시 동대문구 휘경로 27(이문동 360-5)","외대앞역 인근","서울시 동대문구 휘경로 27(이문동 360-5)","0.50","Y","외대앞역"
"한국미인테라피","서울","서울","동대문구","장안동","장한평역","서울특별시 동대문구 천호대로 지하405(장안동)","장한평역 인근","서울특별시 동대문구 천호대로 지하405(장안동)","1.11","Y","장한평역"
"한국미인테라피","서울","서울","동대문구","전농동","청량리역","서울시 동대문구 왕산로 214","청량리역 인근","서울시 동대문구 왕산로 214","0.65","Y","청량리역"
"한국미인테라피","서울","서울","동대문구","제기동","제기동역","서울특별시 동대문구 왕산로 지하93(제기동)","제기동역 인근","서울특별시 동대문구 왕산로 지하93(제기동)","0.05","Y","제기동역"
"한국미인테라피","서울","서울","동대문구","청량리동","청량리역","서울시 동대문구 왕산로 214","청량리역 인근","서울시 동대문구 왕산로 214","0.87","Y","청량리역"
"한국미인테라피","서울","서울","동대문구","회기동","회기역","서울시 동대문구 회기로196(휘경동 317-101)","회기역 인근","서울시 동대문구 회기로196(휘경동 317-101)","0.74","Y","회기역"
"한국미인테라피","서울","서울","동대문구","휘경동","회기역","서울시 동대문구 회기로196(휘경동 317-101)","회기역 인근","서울시 동대문구 회기로196(휘경동 317-101)","0.68","Y","회기역"
"한국미인테라피","서울","서울","동작구","노량진동","노량진역","서울특별시 동작구 노량진로 지하130","노량진역 인근","서울특별시 동작구 노량진로 지하130","0.16","Y","노량진역"
"한국미인테라피","서울","서울","동작구","대방동","서울지방병무청역","서울특별시 동작구 여의대방로 지하218 (대방동)","서울지방병무청역 인근","서울특별시 동작구 여의대방로 지하218 (대방동)","0.57","Y","서울지방병무청역"
"한국미인테라피","서울","서울","동작구","사당동","남성역","서울특별시 동작구 사당로 지하218(사당동)","남성역 인근","서울특별시 동작구 사당로 지하218(사당동)","0.07","Y","남성역"
"한국미인테라피","서울","서울","동작구","상도동","상도역","서울특별시 동작구 상도로 지하272(상도1동)","상도역 인근","서울특별시 동작구 상도로 지하272(상도1동)","0.56","Y","상도역"
"한국미인테라피","서울","서울","동작구","신대방동","보라매공원역","서울특별시 동작구 여의대방로20길 지하11 (신대방동)","보라매공원역 인근","서울특별시 동작구 여의대방로20길 지하11 (신대방동)","0.44","Y","보라매공원역"
"한국미인테라피","서울","서울","동작구","흑석동","흑석역","서울특별시 동작구 현충로 지하90 (흑석동)","흑석역 인근","서울특별시 동작구 현충로 지하90 (흑석동)","0.34","Y","흑석역"
"한국미인테라피","서울","서울","마포구","공덕동","애오개역","서울특별시 마포구 마포대로 지하210(아현동)","애오개역 인근","서울특별시 마포구 마포대로 지하210(아현동)","0.47","Y","애오개역"
"한국미인테라피","서울","서울","마포구","대흥동","대흥역","서울특별시 마포구 대흥로 지하85(대흥동)","대흥역 인근","서울특별시 마포구 대흥로 지하85(대흥동)","0.36","Y","대흥역"
"한국미인테라피","서울","서울","마포구","도화동","마포역","서울특별시 마포구 마포대로 지하33(도화동)","마포역 인근","서울특별시 마포구 마포대로 지하33(도화동)","0.31","Y","마포역"
"한국미인테라피","서울","서울","마포구","망원동","망원역","서울특별시 마포구 월드컵로 지하77(망원동)","망원역 인근","서울특별시 마포구 월드컵로 지하77(망원동)","0.81","Y","망원역"
"한국미인테라피","서울","서울","마포구","상암동","증미역","서울특별시 강서구 양천로 지하560","증미역 인근","서울특별시 강서구 양천로 지하560","1.84","Y","증미역"
"한국미인테라피","서울","서울","마포구","서강동","상수역","서울특별시 마포구 독막로 지하85(상수동)","상수역 인근","서울특별시 마포구 독막로 지하85(상수동)","0.29","Y","상수역"
"한국미인테라피","서울","서울","마포구","서교동","홍대입구역","서울특별시 마포구 양화로 지하160(동교동)","홍대입구역 인근","서울특별시 마포구 양화로 지하160(동교동)","0.19","Y","홍대입구역"
"한국미인테라피","서울","서울","마포구","성산동","월드컵경기장역","서울특별시 마포구 월드컵로 지하240(성산동)","월드컵경기장역 인근","서울특별시 마포구 월드컵로 지하240(성산동)","0.37","Y","월드컵경기장역"
"한국미인테라피","서울","서울","마포구","신수동","광흥창역","서울특별시 마포구 독막로 지하165(창전동)","광흥창역 인근","서울특별시 마포구 독막로 지하165(창전동)","0.38","Y","광흥창역"
"한국미인테라피","서울","서울","마포구","아현동","애오개역","서울특별시 마포구 마포대로 지하210(아현동)","애오개역 인근","서울특별시 마포구 마포대로 지하210(아현동)","0.50","Y","애오개역"
"한국미인테라피","서울","서울","마포구","연남동","홍대입구역","서울특별시 마포구 양화로 188","홍대입구역 인근","서울특별시 마포구 양화로 188","0.65","Y","홍대입구역"
"한국미인테라피","서울","서울","마포구","염리동","대흥역","서울특별시 마포구 대흥로 지하85(대흥동)","대흥역 인근","서울특별시 마포구 대흥로 지하85(대흥동)","0.57","Y","대흥역"
"한국미인테라피","서울","서울","마포구","용강동","마포역","서울특별시 마포구 마포대로 지하33(도화동)","마포역 인근","서울특별시 마포구 마포대로 지하33(도화동)","0.37","Y","마포역"
"한국미인테라피","서울","서울","마포구","합정동","합정역","서울특별시 마포구 양화로 지하45(합정동)","합정역 인근","서울특별시 마포구 양화로 지하45(합정동)","0.38","Y","합정역"
"한국미인테라피","서울","서울","서대문구","남가좌동","가좌역","서울시 서대문구 수색로 27(남가좌동)","가좌역 인근","서울시 서대문구 수색로 27(남가좌동)","1.05","Y","가좌역"
"한국미인테라피","서울","서울","서대문구","북가좌동","증산역","서울특별시 은평구 증산로 지하306(증산동)","증산역 인근","서울특별시 은평구 증산로 지하306(증산동)","0.56","Y","증산역"
"한국미인테라피","서울","서울","서대문구","북아현동","아현역","서울특별시 마포구 신촌로 지하270(아현동)","아현역 인근","서울특별시 마포구 신촌로 지하270(아현동)","0.70","Y","아현역"
"한국미인테라피","서울","서울","서대문구","신촌동","신촌역","서울특별시 서대문구 신촌역로 30 신촌민자역사","신촌역 인근","서울특별시 서대문구 신촌역로 30 신촌민자역사","0.72","Y","신촌역"
